"z"	"Freq"
"10952"	11
"1514"	2
"155066"	2
"1778"	4
"1781"	4
"1783"	6
"203068"	7
"2204"	5
"2212"	9
"23480"	1
"27035"	4
"3105"	4
"3107"	9
"3115"	5
"3117"	3
"3118"	5
"3119"	5
"3134"	4
"3135"	5
"338382"	1
"347733"	8
"3678"	12
"3685"	6
"3689"	8
"3916"	7
"4481"	4
"4842"	5
"51606"	4
"526"	2
"533"	3
"53407"	5
"5868"	1
"60"	11
"64581"	5
"653361"	4
"7277"	3
"7278"	1
"7280"	6
"7879"	2
"79861"	2
"81035"	6
"8417"	7
"84617"	2
"8685"	4
"929"	4
"9554"	4
