"z"	"Freq"
"10411"	8
"10627"	11
"1496"	23
"24146"	15
"27035"	4
"2909"	7
"29895"	9
"3689"	7
"399"	3
"4301"	6
"4318"	17
"4633"	8
"49861"	16
"5175"	3
"5600"	12
"5781"	3
"58494"	15
"5880"	4
"60"	19
"6300"	6
"6387"	13
"653361"	3
"7070"	6
"7408"	3
"7410"	19
"88"	19
"9071"	11
"9073"	6
"9075"	2
"9080"	5
"9564"	14
"998"	10
