"z"	"Freq"
"10000"	1
"10062"	2
"10197"	3
"1950"	3
"208"	1
"24146"	5
"27102"	5
"29110"	4
"3265"	2
"3443"	2
"3446"	1
"3455"	3
"3551"	3
"3576"	2
"3661"	2
"369"	3
"3716"	3
"4893"	3
"4939"	1
"49861"	6
"5465"	1
"5518"	2
"5521"	6
"55844"	6
"5595"	2
"5600"	3
"5894"	3
"5970"	4
"6655"	5
"7157"	3
"9071"	5
"9073"	2
"9075"	2
"9080"	3
"975"	3
