"z"	"Freq"
"10000"	7
"10207"	11
"10627"	17
"11336"	17
"1457"	5
"1496"	43
"2036"	9
"208"	9
"22989"	2
"23136"	21
"24146"	28
"29895"	23
"3265"	6
"3993"	37
"4301"	14
"4619"	31
"4620"	20
"4622"	3
"4626"	13
"4627"	24
"4629"	31
"4633"	17
"4893"	19
"49861"	30
"5518"	8
"5521"	27
"55844"	39
"5728"	20
"57644"	10
"58494"	30
"60"	36
"84552"	27
"8573"	4
"88"	41
"9071"	24
"9073"	8
"9075"	4
"9080"	9
"9223"	3
"998"	16
