"z"	"Freq"
"10627"	4
"1292"	7
"1301"	1
"1950"	3
"2002"	1
"208"	2
"2321"	1
"2335"	4
"2534"	3
"2889"	3
"2909"	3
"29895"	2
"3265"	1
"3479"	5
"3655"	5
"3672"	6
"3678"	8
"3685"	5
"3910"	7
"3912"	4
"4633"	4
"5595"	1
"56034"	2
"5649"	5
"57144"	3
"5728"	4
"5894"	1
"60"	7
"6655"	5
"7148"	2
"7410"	8
"858"	4
"88"	7
"9564"	6
"998"	2
