"z"	"Freq"
"10800"	1
"1129"	1
"1135"	2
"1144"	2
"117"	1
"122042"	1
"1395"	2
"150"	2
"165829"	1
"1901"	1
"1909"	1
"2554"	1
"2562"	1
"2564"	1
"2740"	1
"2831"	1
"2859"	2
"2891"	1
"2898"	1
"2918"	2
"3269"	1
"4544"	2
"4987"	1
"5023"	2
"5028"	2
"5617"	2
"56923"	1
"5724"	1
"5731"	2
"623"	2
"680"	1
"799"	1
"84634"	1
"887"	2
"9340"	2
