"z"	"Freq"
"10059"	5
"10938"	1
"11031"	4
"116986"	4
"1175"	2
"160"	7
"1950"	2
"2065"	5
"2263"	3
"2321"	3
"23396"	7
"2348"	1
"2350"	3
"23550"	3
"25978"	4
"26052"	7
"26119"	1
"29082"	1
"29924"	4
"30011"	6
"3105"	1
"3107"	4
"3134"	2
"3135"	5
"3265"	1
"3312"	2
"390243"	1
"4087"	5
"4193"	1
"50807"	5
"51100"	7
"51160"	1
"55738"	4
"56904"	1
"5867"	2
"6457"	1
"64744"	1
"7042"	8
"7046"	10
"7251"	1
"7879"	3
"80230"	4
"8218"	7
"83737"	7
"84552"	5
"858"	3
"867"	6
"93343"	3
"9727"	4
"998"	6
