"z"	"Freq"
"10000"	1
"10252"	9
"1154"	4
"116379"	8
"1270"	5
"1441"	3
"149233"	2
"161742"	9
"163702"	7
"2057"	7
"208"	1
"3443"	2
"3446"	5
"3455"	5
"3566"	5
"3572"	10
"3575"	7
"3578"	6
"3590"	2
"3594"	3
"3596"	4
"3597"	11
"3600"	4
"3716"	5
"3952"	1
"3953"	1
"3977"	5
"5008"	3
"50615"	1
"50616"	4
"5617"	1
"6655"	10
"7173"	2
"81848"	12
"867"	6
