"z"	"Freq"
"10299"	14
"10808"	8
"10952"	14
"10970"	7
"11253"	14
"1410"	18
"1650"	5
"22926"	2
"23480"	2
"267"	1
"27102"	13
"30001"	2
"3303"	4
"3312"	4
"3337"	10
"3703"	3
"4287"	3
"51128"	2
"55432"	11
"55757"	19
"55768"	9
"5589"	19
"55968"	5
"5611"	8
"56605"	5
"56681"	1
"56886"	15
"581"	4
"596"	3
"6048"	2
"6185"	20
"6238"	2
"64374"	3
"6748"	1
"7322"	3
"7323"	4
"7327"	13
"7415"	1
"7991"	10
"80331"	10
"8720"	1
"92552"	15
"9601"	4
"9695"	7
"9871"	8
