"z"	"Freq"
"10285"	6
"10286"	4
"10465"	1
"11017"	3
"11338"	2
"151903"	1
"220988"	3
"22938"	2
"22985"	4
"23020"	9
"23451"	9
"23658"	5
"24148"	11
"26121"	2
"27258"	3
"3178"	7
"3183"	1
"3190"	4
"3303"	5
"3312"	5
"4670"	1
"4686"	1
"51639"	2
"51729"	1
"55660"	6
"6427"	2
"6428"	2
"6429"	5
"6430"	1
"6431"	5
"6432"	1
"6625"	5
"6634"	4
"988"	2
"9939"	3
