"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"12/1661"	"67/21796"	0.00435933103482844	0.387350295599357	"155066;1839;3551;3576;4792;50617;51606;526;533;58494;6300;6416"	"102;10312;10392;1147;127124;1432;1445;150084;155066;1839;1956;23545;245972;245973;28964;3551;3576;3577;3579;3725;4067;4233;4790;4792;5058;50617;50848;51382;51606;523;525;526;527;528;529;533;5335;5336;534;535;537;5599;5600;5601;5602;5603;5781;5803;58494;5879;5970;6300;6352;6416;6714;6868;7082;836;83700;8517;8992;9020;90423;9114;9296;9550;998"
"path:04621"	"NOD-like receptor signaling pathway"	"11/1661"	"60/21796"	0.00517668445211916	0.387350295599357	"260434;3551;3576;3606;4671;4792;6300;6356;64127;834;84674"	"10392;10454;10910;114548;1147;1432;22861;22900;23118;257397;260434;29108;329;330;331;3320;3326;3551;3553;3569;3576;3606;4210;4671;4790;4792;4793;55914;5594;5595;5599;5600;5601;5602;5603;58484;59082;5970;6300;6347;6352;6354;6355;6356;6357;64127;64170;6885;7124;7128;7184;7189;7205;834;838;841;84674;8517;8767;9051"
"path:04150"	"mTOR signaling pathway"	"10/1661"	"52/21796"	0.00530616843286791	0.387350295599357	"10000;1977;27330;3091;51719;5563;6196;7249;81617;9706"	"10000;1975;1977;1978;207;208;2277;23533;2475;253260;253314;25989;27330;3091;3479;3630;5170;51719;5228;5290;5291;5293;5294;5295;5296;54541;5562;5563;5594;5595;57521;6009;6194;6195;6196;6197;6198;6199;64223;673;6794;7248;7249;7422;7423;7424;81617;8408;8503;92335;9470;9706"
"path:05220"	"Chronic myeloid leukemia"	"12/1661"	"72/21796"	0.00786676968751454	0.430705640391421	"10000;1027;1487;1488;1869;25;3551;4792;7042;7046;7157;9846"	"10000;1019;1021;1026;1027;1029;1147;1398;1399;1487;1488;1869;1870;1871;207;208;2122;23533;23624;25;25759;2885;3065;3066;3265;3551;369;3845;399694;4089;4193;4609;4790;4792;4893;5290;5291;5293;5294;5295;5296;53358;5594;5595;5604;5605;572;5781;5894;5925;595;5970;598;613;6464;6654;6655;673;6776;6777;7040;7042;7043;7046;7048;7157;8503;8517;861;867;868;9846"
"path:05200"	"Pathways in cancer"	"36/1661"	"322/21796"	0.0134017725312907	0.517121909511514	"10000;1027;1050;1487;1488;1496;1869;2260;25;3091;332;354;3551;3576;3910;3912;4087;4286;4312;4436;4792;5727;5880;5888;5915;596;7039;7042;7046;7157;7185;7477;80326;8321;8643;9915"	"10000;1017;1019;1021;1026;1027;1029;10297;1030;10319;10342;10401;1050;10928;11186;11211;112398;112399;1147;1163;1282;1284;1286;1288;1387;1398;1399;1436;1438;1441;1487;1488;1495;1496;1499;1612;1613;1630;1855;1856;1857;1869;1870;1871;1950;1956;2033;2034;2064;207;208;2122;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2271;2277;22798;2308;2322;2323;2335;2353;23533;23604;23624;2475;25;2535;26060;26281;26291;27006;27148;2735;2736;2737;284217;2885;29119;2932;2956;3065;3066;3082;3091;324;3265;329;330;331;332;3320;3326;3479;3480;354;355;3551;356;3569;3576;3655;367;3673;3674;3675;3685;3688;369;3716;3725;3728;3815;3845;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;405;4087;4088;4089;4149;4193;4233;4254;4286;4292;4312;4313;4318;4436;4437;4609;4790;4791;4792;4824;4843;4893;4914;51176;51384;5154;5155;5156;51588;5159;51684;5228;5290;5291;5293;5294;5295;5296;5335;5336;5371;54205;54361;54583;5467;5468;5578;5579;5582;5594;5595;5599;5601;5602;5604;5605;572;5727;5728;5743;5747;581;5879;5880;5881;5888;5894;5898;5899;5900;5914;5915;5925;595;596;5970;5979;598;613;6256;6257;6258;637;64399;6469;650;6502;6513;652;652346;6608;6654;6655;6688;673;675;6772;6774;6776;6777;6789;6921;6923;6932;6934;7039;7040;7042;7043;7046;7048;7157;7170;7175;7184;7185;7186;7187;7188;7189;7422;7423;7424;7428;7471;7472;7473;7474;7475;7476;7477;7478;7479;7480;7481;7482;7483;7484;7704;7849;7855;7976;8030;8031;80326;8074;81029;8312;8313;8321;8322;8323;8324;8325;8326;83439;83593;836;841;842;8453;8503;8517;8554;861;862;8643;867;868;8772;8817;8822;8823;89780;898;9063;9134;9618;9915;9965;9978;998;999"
"path:04972"	"Pancreatic secretion"	"14/1661"	"97/21796"	0.0150854585401934	0.517121909511514	"10136;111;22802;2778;492;5322;5407;5408;5646;5874;63036;6522;6558;9545"	"100137049;10136;1056;107;108;1080;109;111;112;113;1131;114;115;1179;123745;1357;1358;1359;1360;1361;1506;1811;196883;219931;22802;23236;23436;23439;26279;2776;2778;30814;3708;3709;3710;3778;3784;387;391013;4218;476;477;478;480;481;482;483;486;487;488;489;490;491;492;493;50487;51032;5319;5320;5321;5322;5330;5331;5332;5406;5407;5408;5578;5579;5582;5644;5645;5646;5874;5879;5906;5908;6262;63036;6344;64600;6522;6548;6558;683;7220;81579;8398;8399;84647;8671;8681;8766;886;952;9545;9635"
"path:00514"	"O-Mannosyl glycan biosynthesis"	"2/1661"	"3/21796"	0.0165290108063041	0.517121909511514	"10585;55624"	"10585;29954;55624"
"path:05110"	"Vibrio cholerae infection"	"9/1661"	"54/21796"	0.0199412334612143	0.545891266000743	"155066;2778;30001;50617;51606;526;533;6558;9601"	"10312;1080;109;10945;10952;11014;11015;115;127124;155066;23480;23545;245972;245973;2778;29927;30001;375;3784;4583;50617;51382;51606;523;525;526;527;528;529;533;5335;5336;534;535;537;55176;5566;5567;5568;5578;5579;5582;5613;60;6558;7082;71;8992;90423;9114;9296;9414;9550;9601"
"path:00604"	"Glycosphingolipid biosynthesis - ganglio series"	"4/1661"	"15/21796"	0.0232343421820698	0.565368993097031	"256435;30815;81849;8869"	"256435;2583;27090;2720;29906;3073;3074;30815;6482;6483;6489;81849;8705;8869;9197"
"path:00510"	"N-Glycan biosynthesis"	"8/1661"	"48/21796"	0.0274031195914035	0.600128319051737	"11253;146664;29929;4249;6185;79868;7991;91869"	"10195;10905;11253;11282;11320;144245;146664;1603;1650;1798;199857;201595;22845;23193;2530;25834;2683;29880;29929;3703;4121;4122;4124;4245;4247;4248;4249;440138;54344;56052;57134;57171;6184;6185;6480;7841;79053;79087;79796;79868;7991;84920;85365;8703;8704;8813;8818;91869"
"path:04210"	"Apoptosis"	"12/1661"	"89/21796"	0.0373374499461876	0.615736967597078	"10000;11261;1677;3551;3552;4615;4792;596;63928;7157;8793;8794"	"10000;11213;11261;1147;120329;1439;1676;1677;2021;207;208;23052;23533;317;329;330;331;355;3551;3552;3553;3554;3556;356;3562;3563;3654;3656;4615;472;4790;4792;4803;4914;51135;5290;5291;5293;5294;5295;5296;54205;5530;5532;5533;5534;5535;5566;5567;5568;5573;5575;5576;5577;5613;572;581;596;5970;598;637;63928;651610;7124;7132;7157;7186;823;824;836;839;840;841;842;843;8503;8517;8717;8737;8743;8772;8793;8794;8795;8797;8837;9020;9131;9941"
"path:04662"	"B cell receptor signaling pathway"	"10/1661"	"70/21796"	0.0387743892825971	0.615736967597078	"10000;11261;29760;3551;4792;5880;63928;84433;930;975"	"10000;10451;10725;10892;11261;1147;118788;1380;207;208;2353;23533;25780;27071;2885;2932;29760;3265;3551;3635;3725;3845;4067;4772;4773;4775;4776;4790;4792;4793;4794;4893;5290;5291;5293;5294;5295;5296;5530;5532;5533;5534;5535;5594;5595;5604;5605;5777;5879;5880;5881;5894;5970;63928;6654;6655;6850;695;7409;7410;84433;8503;8517;8915;930;933;971;973;974;975"
"path:05212"	"Pancreatic cancer"	"10/1661"	"70/21796"	0.0387743892825971	0.615736967597078	"10000;1869;3551;4087;5880;5888;7039;7042;7046;7157"	"10000;1019;1021;1029;10928;1147;1869;1870;1871;1950;1956;2064;207;208;2277;23533;3551;369;3716;3845;4087;4088;4089;4790;5228;5290;5291;5293;5294;5295;5296;5594;5595;5599;5601;5602;5604;5605;572;5879;5880;5881;5888;5894;5898;5899;5900;5925;595;5970;598;673;675;6772;6774;7039;7040;7042;7043;7046;7048;7157;7422;7423;7424;842;8503;8517;9459;998"
"path:05130"	"Pathogenic Escherichia coli infection"	"8/1661"	"52/21796"	0.0418883608234284	0.615736967597078	"203068;25;347733;7277;7278;7280;8440;84617"	"10092;10093;10094;10095;10109;10376;10381;10382;10383;10552;112714;113457;1499;2017;203068;23643;25;2534;3059;347688;347733;3688;387;4690;4691;4950;51807;56604;60;6093;653888;7099;71;7100;7277;7278;7280;7430;7454;7846;79861;81027;81873;8440;84617;84790;8976;9181;929;9475;998;999"
"path:05416"	"Viral myocarditis"	"10/1661"	"71/21796"	0.0421737649039094	0.615736967597078	"1605;1756;1981;25;3117;4619;4620;4629;57644;5880"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:05014"	"Amyotrophic lateral sclerosis (ALS)"	"8/1661"	"53/21796"	0.0461737893155167	0.62373997743035	"11261;2905;5606;596;6300;63928;7157;834"	"10452;11261;120329;1432;1616;2890;2891;2902;2903;2904;2905;2906;317;4217;4741;4744;4747;4842;54205;5530;5532;5533;5534;5535;5600;5603;5606;5608;5630;572;57679;581;5868;5879;596;5961;598;6300;637;63928;6506;6647;7124;7132;7133;7157;79139;834;836;84134;842;847;9973"
