"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05416"	"Viral myocarditis"	"14/1540"	"71/21796"	0.000386521078612478	0.0846481162161328	"1982;25;3105;3107;3115;3118;3119;3134;3689;4619;4626;57644;60;958"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:04670"	"Leukocyte transendothelial migration"	"18/1540"	"116/21796"	0.00128453065404299	0.140656106617708	"10627;1496;24146;27035;2909;3689;399;49861;5600;58494;60;6387;7408;7410;9071;9080;9564;998"	"1003;103910;10398;10411;10451;10627;10686;11069;1364;1365;1366;137075;1432;149461;1495;1496;1499;1500;1535;1536;2185;23533;23562;24146;26285;27035;2770;2771;2773;2909;29119;29895;3383;3676;3683;3684;3688;3689;3702;387;394;399;4267;4301;4313;4318;4478;4633;4636;4688;4689;4950;49861;5010;50508;50848;51208;5175;5290;5291;5293;5294;5295;5296;5335;5336;53842;5578;5579;5582;5600;5603;5747;5781;5829;58494;58498;5879;5880;5906;5908;60;6093;6300;6387;6494;653361;7070;71;7122;7294;7408;7409;7410;7412;7414;7430;7852;81;83593;83700;8503;87;88;89;9071;9073;9074;9075;9076;9080;90952;93408;9475;9564;998"
"path:04060"	"Cytokine-cytokine receptor interaction"	"26/1540"	"213/21796"	0.00454020932772281	0.285918514503707	"10673;116379;1441;2321;23765;27190;3455;355;3572;3575;3597;3600;3606;4982;5159;5617;6348;6387;7042;7046;7133;7173;8600;8742;9560;958"	"10563;10663;10673;10803;10913;115650;116379;1230;1232;1233;1234;1235;1236;1237;1270;1271;1435;1436;1437;1438;1439;1440;1441;1489;149233;1524;163702;1896;1950;1956;2056;2057;2277;2321;2322;2323;2324;23495;23529;23765;268;269;2690;27190;27242;2826;2829;2833;3082;338376;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3458;3459;3460;3467;355;3552;3553;3554;3556;3558;3559;356;3560;3561;3562;3563;3565;3566;3567;3568;3569;3570;3572;3574;3575;3576;3577;3578;3579;3581;3586;3587;3588;3589;3590;3592;3593;3594;3595;3596;3597;3600;3601;3604;3605;3606;3627;3791;3815;388372;3952;3953;3976;3977;4049;4050;4055;414062;4233;4254;4283;4352;4804;4982;5008;50615;50616;51330;5156;51561;5159;5196;5197;53832;53833;5473;55504;55540;55801;5617;5618;56832;57007;58191;58985;59067;60401;608;6348;6349;6351;6352;6370;6373;6376;6387;64109;643;64806;657;658;659;7040;7042;7043;7046;7048;7124;7132;7133;7173;7292;729230;7293;7424;7850;7852;84957;85480;8600;8718;8740;8741;8742;8743;8744;8764;8771;8784;8792;8807;8809;8995;90;91;9180;92;93;939;943;944;9547;9560;958;959;970;9966"
"path:05330"	"Allograft rejection"	"8/1540"	"39/21796"	0.00522225597267045	0.285918514503707	"3105;3107;3115;3118;3119;3134;355;958"	"100133583;3002;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3458;355;3558;356;3565;3567;3586;3592;3593;5551;652614;7124;940;941;942;958;959"
"path:04972"	"Pancreatic secretion"	"14/1540"	"97/21796"	0.00811775698860562	0.312365245402057	"10136;115;1358;22802;2778;3784;487;492;5408;63036;6548;6558;81579;9545"	"100137049;10136;1056;107;108;1080;109;111;112;113;1131;114;115;1179;123745;1357;1358;1359;1360;1361;1506;1811;196883;219931;22802;23236;23436;23439;26279;2776;2778;30814;3708;3709;3710;3778;3784;387;391013;4218;476;477;478;480;481;482;483;486;487;488;489;490;491;492;493;50487;51032;5319;5320;5321;5322;5330;5331;5332;5406;5407;5408;5578;5579;5582;5644;5645;5646;5874;5879;5906;5908;6262;63036;6344;64600;6522;6548;6558;683;7220;81579;8398;8399;84647;8671;8681;8766;886;952;9545;9635"
"path:05332"	"Graft-versus-host disease"	"7/1540"	"35/21796"	0.0101266817132061	0.312365245402057	"3105;3107;3115;3118;3119;3134;355"	"100133583;3002;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3458;355;3552;3553;3558;356;3569;5551;652614;7124;940;941;942"
"path:04530"	"Tight junction"	"17/1540"	"131/21796"	0.0109038631578027	0.312365245402057	"10627;11336;1496;24146;3993;4619;4626;49861;55844;57644;58494;60;84552;8573;9071;9080;998"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:05320"	"Autoimmune thyroid disease"	"9/1540"	"54/21796"	0.0126941964400931	0.312365245402057	"3105;3107;3115;3118;3119;3134;355;7173;958"	"100133583;1081;1493;3002;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;355;3558;356;3565;3567;3586;5551;652614;7038;7173;7252;7253;940;941;942;958;959"
"path:05150"	"Staphylococcus aureus infection"	"9/1540"	"55/21796"	0.0142533738765507	0.312365245402057	"2212;3115;3118;3119;3426;3689;5724;714;728"	"100133583;10747;1675;1828;2204;2209;2212;2213;2214;2215;2266;2357;2358;2359;3075;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3383;3426;3586;3683;3684;3689;4153;5340;5648;5724;629;6403;6404;712;713;714;715;716;717;718;719;720;721;727;728;9103"
"path:00514"	"O-Mannosyl glycan biosynthesis"	"2/1540"	"3/21796"	0.0142632532147058	0.312365245402057	"10585;55624"	"10585;29954;55624"
