"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:04810"	"Regulation of actin cytoskeleton"	"18/801"	"211/21796"	0.000829940640080351	0.181757000177597	"10163;1950;2260;23396;29895;324;3645;3672;3678;4633;57144;623;7410;88;8826;89846;9564;998"	"10092;10093;10094;10095;10109;10152;10163;10297;10298;103910;10398;10451;10458;10552;10627;10672;1072;1073;10787;10788;1128;1129;1131;1132;1133;128239;1398;1399;1445;1729;1730;1793;1950;1956;200576;2147;2149;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2264;22800;22801;22808;23191;2335;23365;23396;23533;26230;26281;26291;26999;27006;2768;28964;2909;2934;29895;3071;324;3265;345456;3630;3645;3655;3672;3673;3674;3675;3676;3678;3679;3680;3681;3682;3683;3684;3685;3687;3688;3689;369;3690;3691;3693;3694;3695;3696;375189;3845;387;3984;3985;4342;4478;4633;4636;4638;4659;4893;5058;5062;5063;50649;5154;5155;5156;5159;5216;5217;5290;5291;5293;5294;5295;5296;5305;54434;54961;5499;5500;5501;55740;55845;5594;5595;55970;56034;5604;5605;56924;57144;5747;5829;58498;5879;5880;5881;5894;5962;60;6093;623;6237;624;653888;6548;6654;6655;673;7074;71;7114;7117;7409;7410;7414;7430;7454;79837;80310;8074;81;81624;81873;8394;8395;8396;8503;8515;8516;85366;85464;85477;87;88;8817;8822;8823;8826;8874;89;8936;8976;89846;9087;9138;91807;929;93408;9459;9475;9564;9965;998"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"9/801"	"78/21796"	0.00221017276150115	0.194125946182676	"1605;3479;3672;3678;4633;7042;7169;7170;781"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:05414"	"Dilated cardiomyopathy"	"9/801"	"85/21796"	0.00397864887307053	0.194125946182676	"1605;3479;3672;3678;4633;7042;7169;7170;781"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:05200"	"Pathways in cancer"	"22/801"	"322/21796"	0.00412181091796371	0.194125946182676	"1950;2260;25;324;3479;354;3716;3910;4286;4292;4312;4318;7039;7042;7046;7170;7477;7704;8031;8643;9915;998"	"10000;1017;1019;1021;1026;1027;1029;10297;1030;10319;10342;10401;1050;10928;11186;11211;112398;112399;1147;1163;1282;1284;1286;1288;1387;1398;1399;1436;1438;1441;1487;1488;1495;1496;1499;1612;1613;1630;1855;1856;1857;1869;1870;1871;1950;1956;2033;2034;2064;207;208;2122;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2271;2277;22798;2308;2322;2323;2335;2353;23533;23604;23624;2475;25;2535;26060;26281;26291;27006;27148;2735;2736;2737;284217;2885;29119;2932;2956;3065;3066;3082;3091;324;3265;329;330;331;332;3320;3326;3479;3480;354;355;3551;356;3569;3576;3655;367;3673;3674;3675;3685;3688;369;3716;3725;3728;3815;3845;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;405;4087;4088;4089;4149;4193;4233;4254;4286;4292;4312;4313;4318;4436;4437;4609;4790;4791;4792;4824;4843;4893;4914;51176;51384;5154;5155;5156;51588;5159;51684;5228;5290;5291;5293;5294;5295;5296;5335;5336;5371;54205;54361;54583;5467;5468;5578;5579;5582;5594;5595;5599;5601;5602;5604;5605;572;5727;5728;5743;5747;581;5879;5880;5881;5888;5894;5898;5899;5900;5914;5915;5925;595;596;5970;5979;598;613;6256;6257;6258;637;64399;6469;650;6502;6513;652;652346;6608;6654;6655;6688;673;675;6772;6774;6776;6777;6789;6921;6923;6932;6934;7039;7040;7042;7043;7046;7048;7157;7170;7175;7184;7185;7186;7187;7188;7189;7422;7423;7424;7428;7471;7472;7473;7474;7475;7476;7477;7478;7479;7480;7481;7482;7483;7484;7704;7849;7855;7976;8030;8031;80326;8074;81029;8312;8313;8321;8322;8323;8324;8325;8326;83439;83593;836;841;842;8453;8503;8517;8554;861;862;8643;867;868;8772;8817;8822;8823;89780;898;9063;9134;9618;9915;9965;9978;998;999"
"path:05416"	"Viral myocarditis"	"8/801"	"71/21796"	0.00443209922791499	0.194125946182676	"1605;1981;25;3107;3115;4619;4620;4627"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:04510"	"Focal adhesion"	"15/801"	"199/21796"	0.00690754414644223	0.252125361345142	"1292;1950;2889;29895;3479;3672;3678;3910;4633;5649;57144;7410;88;9564;998"	"10000;10298;10319;103910;10398;10451;10627;1101;1277;1278;1280;1281;1282;1284;1286;1288;1289;1290;1291;1292;1293;1301;1302;1311;131873;1398;1399;1499;1729;1793;1950;1956;2002;2064;207;208;2277;22798;22801;2316;2317;2318;2321;2324;2335;23533;2534;25759;284217;2885;2889;2909;2932;29780;29895;3082;3265;329;330;331;3371;3381;3479;3480;3611;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;3725;3791;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;394;399694;4233;4633;4636;4638;4659;50509;5058;5062;5063;5154;5155;5156;5159;5170;5228;5290;5291;5293;5294;5295;5296;53358;5499;5500;5501;55742;5578;5579;5582;5594;5595;5599;5601;5602;56034;5604;5605;5649;56924;57144;572;5728;5747;5829;58498;5879;5880;5881;5894;5906;5908;5923;595;596;60;6093;63923;64098;6464;6654;6655;6696;6714;673;7057;7058;7059;7060;7094;71;7143;7148;7408;7409;7410;7414;7422;7423;7424;7448;7450;7791;80310;81;824;83660;8503;8515;8516;85366;857;858;859;87;88;89;894;896;91807;93408;9475;9564;998"
"path:03022"	"Basal transcription factors"	"5/801"	"36/21796"	0.00970483298868874	0.286686188785169	"2959;2960;2969;51616;6883"	"10629;11036;11037;138474;27097;2957;2958;2959;2960;2961;2962;2963;2965;2966;2967;2968;2969;387332;391764;51616;54457;6872;6873;6874;6875;6877;6878;6879;6880;6881;6882;6883;6884;6908;9519;9569"
"path:04670"	"Leukocyte transendothelial migration"	"10/801"	"116/21796"	0.0104725548414674	0.286686188785169	"10411;29895;4318;4633;6387;7410;88;9071;9564;998"	"1003;103910;10398;10411;10451;10627;10686;11069;1364;1365;1366;137075;1432;149461;1495;1496;1499;1500;1535;1536;2185;23533;23562;24146;26285;27035;2770;2771;2773;2909;29119;29895;3383;3676;3683;3684;3688;3689;3702;387;394;399;4267;4301;4313;4318;4478;4633;4636;4688;4689;4950;49861;5010;50508;50848;51208;5175;5290;5291;5293;5294;5295;5296;5335;5336;53842;5578;5579;5582;5600;5603;5747;5781;5829;58494;58498;5879;5880;5906;5908;60;6093;6300;6387;6494;653361;7070;71;7122;7294;7408;7409;7410;7412;7414;7430;7852;81;83593;83700;8503;87;88;89;9071;9073;9074;9075;9076;9080;90952;93408;9475;9564;998"
"path:04970"	"Salivary secretion"	"8/801"	"86/21796"	0.0137205587705094	0.333866930082395	"1470;1471;1473;2977;2982;3709;55503;801"	"107;108;109;111;112;113;1131;114;115;146;1469;147;1470;1471;1472;1473;148;153;154;155;163688;1755;196883;23236;23439;2776;2778;2977;2982;2983;3346;362;3708;3709;3710;3778;3783;4025;4069;4589;476;477;478;480;481;482;483;4842;486;490;491;492;493;51806;5330;5331;5332;54831;5542;55503;5554;5555;5566;5567;5568;5578;5579;5582;5592;5593;5613;6263;6522;653247;6548;6558;6779;683;6844;727897;801;805;808;810;820;952"
"path:04530"	"Tight junction"	"10/801"	"131/21796"	0.0228264223142222	0.486912833080228	"2036;29895;3993;4619;4620;4627;4633;88;9071;998"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
