"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05130"	"Pathogenic Escherichia coli infection"	"10/1111"	"52/21796"	0.000254183576983147	0.045505583676432	"10094;10552;203068;25;347733;60;79861;8440;84617;8976"	"10092;10093;10094;10095;10109;10376;10381;10382;10383;10552;112714;113457;1499;2017;203068;23643;25;2534;3059;347688;347733;3688;387;4690;4691;4950;51807;56604;60;6093;653888;7099;71;7100;7277;7278;7280;7430;7454;7846;79861;81027;81873;8440;84617;84790;8976;9181;929;9475;998;999"
"path:04810"	"Regulation of actin cytoskeleton"	"23/1111"	"211/21796"	0.00050194294604422	0.045505583676432	"10094;10552;10627;23396;2909;324;3265;3655;3678;3679;3681;369;5062;54961;60;623;6548;6655;7410;8074;8826;8976;9564"	"10092;10093;10094;10095;10109;10152;10163;10297;10298;103910;10398;10451;10458;10552;10627;10672;1072;1073;10787;10788;1128;1129;1131;1132;1133;128239;1398;1399;1445;1729;1730;1793;1950;1956;200576;2147;2149;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2264;22800;22801;22808;23191;2335;23365;23396;23533;26230;26281;26291;26999;27006;2768;28964;2909;2934;29895;3071;324;3265;345456;3630;3645;3655;3672;3673;3674;3675;3676;3678;3679;3680;3681;3682;3683;3684;3685;3687;3688;3689;369;3690;3691;3693;3694;3695;3696;375189;3845;387;3984;3985;4342;4478;4633;4636;4638;4659;4893;5058;5062;5063;50649;5154;5155;5156;5159;5216;5217;5290;5291;5293;5294;5295;5296;5305;54434;54961;5499;5500;5501;55740;55845;5594;5595;55970;56034;5604;5605;56924;57144;5747;5829;58498;5879;5880;5881;5894;5962;60;6093;623;6237;624;653888;6548;6654;6655;673;7074;71;7114;7117;7409;7410;7414;7430;7454;79837;80310;8074;81;81624;81873;8394;8395;8396;8503;8515;8516;85366;85464;85477;87;88;8817;8822;8823;8826;8874;89;8936;8976;89846;9087;9138;91807;929;93408;9459;9475;9564;9965;998"
"path:03010"	"Ribosome"	"13/1111"	"90/21796"	0.000623364159951123	0.045505583676432	"25873;6122;6124;6129;6130;6132;6136;6138;6144;6152;6233;7311;9349"	"11224;140801;200916;2197;23521;25873;284288;28998;3921;4549;4550;4736;51065;51121;51187;6122;6123;6124;6125;6128;6129;6130;6132;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6152;6154;6155;6156;6157;6158;6159;6160;6161;6164;6165;6166;6167;6168;6169;6170;6171;6173;6175;6176;6181;6187;6188;6189;6191;6192;6193;6194;6201;6202;6203;6204;6205;6206;6207;6209;6210;6217;6218;6222;6223;6224;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045;9349"
"path:00514"	"O-Mannosyl glycan biosynthesis"	"2/1111"	"3/21796"	0.00752377922773784	0.411926912718647	"10585;55624"	"10585;29954;55624"
"path:05100"	"Bacterial invasion of epithelial cells"	"9/1111"	"71/21796"	0.00978250365250077	0.428473659979534	"10094;10552;1496;26052;3678;60;8218;8976;9564"	"10059;10092;10093;10094;10095;10109;10163;10459;10552;1211;1212;1213;1398;1399;1495;1496;1499;1731;1759;1785;1793;2017;2335;23533;23607;23624;2549;25759;26052;26084;29119;3059;3611;3678;3688;387;391;399694;4233;5290;5291;5293;5294;5295;5296;53358;5747;5829;5879;60;6464;653888;6714;71;7414;7454;79658;81873;8218;8503;857;858;859;867;868;8936;8976;9564;9844;998;999"
"path:05131"	"Shigellosis"	"8/1111"	"61/21796"	0.0118956788509889	0.434192278061093	"10094;10552;25;3551;3678;60;8976;960"	"10092;10093;10094;10095;10109;10163;10392;10459;10552;1147;1398;1399;1432;1445;1729;1793;2017;23291;25;3059;345456;3551;3576;3678;3688;375189;391;4790;4792;4793;5216;5217;5594;5595;5599;5600;5601;5602;5603;5879;5970;60;6093;6300;64127;653888;71;7307;7414;7454;81873;8517;8767;8936;8945;8976;9474;9475;960;9844;998"
"path:04530"	"Tight junction"	"13/1111"	"131/21796"	0.0163704464838279	0.510152037001444	"10207;10627;1496;24146;3265;4619;4626;49861;5521;55844;60;84552;9080"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:05160"	"Hepatitis C"	"13/1111"	"134/21796"	0.0194139571889295	0.510152037001444	"24146;27102;29110;3265;3551;369;4939;49861;5521;55844;6655;9080;975"	"10000;10062;10197;1026;10379;10401;10686;1147;1364;1365;1366;137075;1432;148022;149461;1950;1956;1965;207;208;23533;23562;23586;24146;26285;27102;2885;29110;2932;3265;3434;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3551;3576;3646;3659;3661;3665;369;3716;3845;3949;439996;440275;4790;4792;4893;4938;4939;4940;4950;49861;5010;51208;51588;5163;5290;5291;5293;5294;5295;5296;53842;5465;5515;5516;5518;5519;5520;5521;5522;55844;5594;5595;5599;5600;5601;5602;5603;5610;572;57506;5894;5970;6041;6256;6300;6654;6655;673;6772;6773;6774;7098;7122;7124;7132;7157;7186;7187;7189;7297;8503;8517;8554;8717;8737;9021;9063;9071;9073;9074;9075;9076;9080;9451;949;9641;975"
"path:03420"	"Nucleotide excision repair"	"6/1111"	"44/21796"	0.0233245335983054	0.510152037001444	"1022;1643;4331;54107;5426;6117"	"1022;1069;10714;1161;1642;1643;2067;2068;2071;2072;2073;2074;2965;2966;2967;2968;29935;3978;404672;4331;5111;54107;5424;5425;5426;5427;56655;57804;5886;5887;5981;5982;5983;5984;5985;6117;6118;6119;7507;7508;8450;8451;902;9978"
"path:04141"	"Protein processing in endoplasmic reticulum"	"15/1111"	"167/21796"	0.0238826996234505	0.510152037001444	"10299;10808;10952;11253;1410;27102;4287;55757;5589;55968;56886;6185;7322;7327;80331"	"100289713;10113;10130;10134;10273;10277;10294;10299;10427;10477;10483;10484;10525;10802;10808;10905;10952;10956;10960;10961;10970;11231;11253;118424;120329;1388;1409;1410;143630;1603;1649;1650;1965;201595;2081;22824;22872;22926;23193;23471;23480;23640;23645;258010;25956;26232;26270;267;27102;27248;285126;2923;29927;29978;29979;30001;3300;3301;3303;3304;3305;3306;3309;3310;3312;3320;3326;3337;3703;3998;4121;4217;4287;440275;468;4780;5034;50613;5071;51009;51128;51360;51465;51619;51726;54431;54788;55176;55432;55666;55741;55757;55768;55829;5589;55968;5599;5601;5602;5609;5610;5611;56605;56681;56886;56893;57134;573;578;581;5886;5887;596;6048;6184;6185;6238;6396;6400;64215;64374;6500;6745;6746;6747;6748;7095;7184;7186;7321;7322;7323;7324;7325;7326;7327;7353;7415;7466;7494;7841;79139;79748;7991;80267;80331;80700;811;81567;821;823;824;84447;8454;85479;8720;91319;92552;9373;9451;9532;9601;9632;9695;9709;9871;9978"
