"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05414"	"Dilated cardiomyopathy"	"10/1053"	"85/21796"	0.00778223626197638	0.910541808243113	"10369;111;2778;3678;4633;60;7042;7169;7170;7273"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:04970"	"Salivary secretion"	"10/1053"	"86/21796"	0.00843581373110913	0.910541808243113	"111;1470;2778;3709;4842;492;5542;55503;6844;805"	"107;108;109;111;112;113;1131;114;115;146;1469;147;1470;1471;1472;1473;148;153;154;155;163688;1755;196883;23236;23439;2776;2778;2977;2982;2983;3346;362;3708;3709;3710;3778;3783;4025;4069;4589;476;477;478;480;481;482;483;4842;486;490;491;492;493;51806;5330;5331;5332;54831;5542;55503;5554;5555;5566;5567;5568;5578;5579;5582;5592;5593;5613;6263;6522;653247;6548;6558;6779;683;6844;727897;801;805;808;810;820;952"
"path:04114"	"Oocyte meiosis"	"11/1053"	"111/21796"	0.0184464208660852	0.910541808243113	"111;11261;3709;5241;5347;5518;6196;63928;64506;6790;805"	"1017;10393;10459;107;10734;10744;108;109;10971;111;112;11261;113;114;115;151648;163688;196883;23291;245711;246184;25847;26271;27127;27330;286151;29882;29945;3479;3480;3630;367;3708;3709;3710;387778;4085;4342;51433;51434;51529;51806;5241;5347;5499;5500;5501;5515;5516;5518;5519;5525;5526;5527;5528;5529;5530;5532;5533;5534;5535;5566;5567;5568;5594;5595;5604;5605;5613;6195;6196;6197;63928;64506;64682;6500;650621;6790;699;7529;7531;7532;7533;7534;801;805;808;810;815;816;817;818;8243;8454;8697;8881;8945;898;89869;9088;9126;9134;9232;9700;9748;983;991;995;996;9978;9985"
"path:04530"	"Tight junction"	"12/1053"	"131/21796"	0.02489616890034	0.910541808243113	"11336;3993;4619;4620;4629;4633;4893;49861;5518;58494;60;88"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:03010"	"Ribosome"	"9/1053"	"90/21796"	0.0297017344644031	0.910541808243113	"6122;6124;6136;6144;6147;6152;6160;6233;9349"	"11224;140801;200916;2197;23521;25873;284288;28998;3921;4549;4550;4736;51065;51121;51187;6122;6123;6124;6125;6128;6129;6130;6132;6133;6134;6135;6136;6137;6138;6139;6141;6142;6143;6144;6146;6147;6152;6154;6155;6156;6157;6158;6159;6160;6161;6164;6165;6166;6167;6168;6169;6170;6171;6173;6175;6176;6181;6187;6188;6189;6191;6192;6193;6194;6201;6202;6203;6204;6205;6206;6207;6209;6210;6217;6218;6222;6223;6224;6227;6228;6229;6230;6231;6232;6233;6234;6235;7311;9045;9349"
"path:04141"	"Protein processing in endoplasmic reticulum"	"14/1053"	"167/21796"	0.0319931609601541	0.910541808243113	"10299;10952;1410;22926;27102;30001;55432;55768;5589;56886;6185;7323;7327;92552"	"100289713;10113;10130;10134;10273;10277;10294;10299;10427;10477;10483;10484;10525;10802;10808;10905;10952;10956;10960;10961;10970;11231;11253;118424;120329;1388;1409;1410;143630;1603;1649;1650;1965;201595;2081;22824;22872;22926;23193;23471;23480;23640;23645;258010;25956;26232;26270;267;27102;27248;285126;2923;29927;29978;29979;30001;3300;3301;3303;3304;3305;3306;3309;3310;3312;3320;3326;3337;3703;3998;4121;4217;4287;440275;468;4780;5034;50613;5071;51009;51128;51360;51465;51619;51726;54431;54788;55176;55432;55666;55741;55757;55768;55829;5589;55968;5599;5601;5602;5609;5610;5611;56605;56681;56886;56893;57134;573;578;581;5886;5887;596;6048;6184;6185;6238;6396;6400;64215;64374;6500;6745;6746;6747;6748;7095;7184;7186;7321;7322;7323;7324;7325;7326;7327;7353;7415;7466;7494;7841;79139;79748;7991;80267;80331;80700;811;81567;821;823;824;84447;8454;85479;8720;91319;92552;9373;9451;9532;9601;9632;9695;9709;9871;9978"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"8/1053"	"78/21796"	0.034349600348465	0.910541808243113	"10369;3678;4633;60;7042;7169;7170;7273"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:05014"	"Amyotrophic lateral sclerosis (ALS)"	"6/1053"	"53/21796"	0.0417321576887191	0.910541808243113	"11261;1616;4842;5600;63928;834"	"10452;11261;120329;1432;1616;2890;2891;2902;2903;2904;2905;2906;317;4217;4741;4744;4747;4842;54205;5530;5532;5533;5534;5535;5600;5603;5606;5608;5630;572;57679;581;5868;5879;596;5961;598;6300;637;63928;6506;6647;7124;7132;7133;7157;79139;834;836;84134;842;847;9973"
"path:03320"	"PPAR signaling pathway"	"7/1053"	"67/21796"	0.042383946468748	0.910541808243113	"10580;10999;1593;2167;2181;33;4312"	"10062;10580;10998;10999;11001;116519;126129;1374;1375;1376;1579;1581;1582;1593;1622;1962;2167;2168;2169;2170;2171;2172;2173;2180;2181;2182;23305;2710;2712;284541;28965;30;33;335;336;34;345;3611;364;376497;4023;4312;4973;51;5105;5106;51129;5170;51703;5346;5360;5465;5467;5468;6256;6257;6258;6319;6342;7316;7350;79966;8309;8310;9370;9415;948"
"path:04912"	"GnRH signaling pathway"	"9/1053"	"98/21796"	0.0473353253755922	0.910541808243113	"111;1839;2778;3709;4893;5319;5600;6416;805"	"100137049;107;10746;108;1081;109;111;112;113;114;115;123745;1432;163688;1839;1956;196883;2002;2185;23236;2488;26279;2767;2776;2778;2796;2797;2798;2885;30814;3265;3708;3709;3710;3725;3845;391013;3972;4214;4215;4216;4313;4323;468;4893;50487;51806;5319;5320;5321;5322;5330;5331;5332;5337;5338;5566;5567;5568;5594;5595;5598;5599;5600;5601;5602;5603;5604;5605;5606;5608;5609;5613;5894;6300;6416;64600;6654;6655;6714;775;776;778;779;801;805;808;810;815;81579;816;817;818;8398;8399;84647;8681;998"
