"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:04662"	"B cell receptor signaling pathway"	"8/906"	"70/21796"	0.00836977652421023	0.873542773621627	"11261;3551;5970;63928;6655;7410;84433;930"	"10000;10451;10725;10892;11261;1147;118788;1380;207;208;2353;23533;25780;27071;2885;2932;29760;3265;3551;3635;3725;3845;4067;4772;4773;4775;4776;4790;4792;4793;4794;4893;5290;5291;5293;5294;5295;5296;5530;5532;5533;5534;5535;5594;5595;5604;5605;5777;5879;5880;5881;5894;5970;63928;6654;6655;6850;695;7409;7410;84433;8503;8517;8915;930;933;971;973;974;975"
"path:04146"	"Peroxisome"	"8/906"	"78/21796"	0.0155900598654656	0.873542773621627	"10901;1610;23305;373156;4358;5824;5826;84188"	"10005;10455;10478;10654;10901;11001;11264;1384;1610;189;1891;1962;196743;2053;215;2180;2181;2182;225;23305;23417;23600;255027;25824;26061;26063;30;3155;3295;3417;3418;373156;390916;4358;4598;4843;5052;51;51179;51268;51703;5189;5190;5191;5192;5193;5194;5195;5264;54363;54677;55670;55711;55825;570;5824;5825;5826;5827;5828;5830;6342;6647;6648;7498;8309;8310;83594;84188;8443;847;8504;8528;8540;8799;8800;92960;9409"
"path:04530"	"Tight junction"	"11/906"	"131/21796"	0.0208071869968587	0.873542773621627	"10207;1496;24146;4619;4620;4627;49861;5521;58494;60;88"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:05414"	"Dilated cardiomyopathy"	"8/906"	"85/21796"	0.0249105731365304	0.873542773621627	"2778;3479;3678;3685;60;7042;7169;7273"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:00630"	"Glyoxylate and dicarboxylate metabolism"	"3/906"	"16/21796"	0.0267405387011818	0.873542773621627	"4190;441024;48"	"10797;125061;132158;1431;25902;283871;4190;4191;441024;4522;48;50;51179;54363;81888;9380"
"path:05220"	"Chronic myeloid leukemia"	"7/906"	"72/21796"	0.0297624628939573	0.873542773621627	"25;3551;5970;6655;7042;7046;9846"	"10000;1019;1021;1026;1027;1029;1147;1398;1399;1487;1488;1869;1870;1871;207;208;2122;23533;23624;25;25759;2885;3065;3066;3265;3551;369;3845;399694;4089;4193;4609;4790;4792;4893;5290;5291;5293;5294;5295;5296;53358;5594;5595;5604;5605;572;5781;5894;5925;595;5970;598;613;6464;6654;6655;673;6776;6777;7040;7042;7043;7046;7048;7157;8503;8517;861;867;868;9846"
"path:00512"	"O-Glycan biosynthesis"	"4/906"	"30/21796"	0.0344329650449883	0.873542773621627	"11227;168391;2590;50614"	"11226;11227;114805;117248;168391;192134;2589;2590;2591;26290;2650;29071;374378;442117;50614;51301;51809;55568;55808;56913;57452;63917;64409;6482;6483;79623;79695;8693;9245;9334"
"path:00472"	"D-Arginine and D-ornithine metabolism"	"1/906"	"1/21796"	0.0415672600477152	0.873542773621627	"1610"	"1610"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"7/906"	"78/21796"	0.0432689813458771	0.873542773621627	"3479;3678;3685;60;7042;7169;7273"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:00510"	"N-Glycan biosynthesis"	"5/906"	"48/21796"	0.048210983660151	0.873542773621627	"11253;6185;79868;8813;91869"	"10195;10905;11253;11282;11320;144245;146664;1603;1650;1798;199857;201595;22845;23193;2530;25834;2683;29880;29929;3703;4121;4122;4124;4245;4247;4248;4249;440138;54344;56052;57134;57171;6184;6185;6480;7841;79053;79087;79796;79868;7991;84920;85365;8703;8704;8813;8818;91869"
