"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"11/863"	"71/21796"	0.000102634461044859	0.0224769469688242	"1496;1605;2010;3655;3672;3678;4000;60;6262;781;88"	"1000;10368;10369;1495;1496;1499;1605;1674;1756;1824;1829;1832;2010;22801;2697;27091;27092;29119;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;3728;4000;51176;5318;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;6932;6934;71;775;776;778;779;781;782;783;784;785;786;81;83439;8515;8516;87;88;89;9254;93589"
"path:05414"	"Dilated cardiomyopathy"	"11/863"	"85/21796"	0.000517718242580179	0.0566901475625295	"1605;2010;2778;3655;3672;3678;4000;60;6262;7042;781"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:05410"	"Hypertrophic cardiomyopathy (HCM)"	"10/863"	"78/21796"	0.000988824349991146	0.0675785281265483	"1605;2010;3655;3672;3678;4000;60;6262;7042;781"	"10368;10369;1605;1636;1674;1756;2010;22801;27091;27092;3479;3569;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;51422;53632;5562;5563;5564;5565;5571;55799;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:04144"	"Endocytosis"	"18/863"	"203/21796"	0.00123431101601001	0.0675785281265483	"11031;116986;160;1950;23396;23550;26119;30011;3135;4087;50807;51100;55738;7042;7046;83737;858;998"	"10015;10059;10193;10254;10617;10938;11031;11059;11267;11311;116983;116984;116985;116986;116987;1173;1175;1211;1212;1213;1234;128866;131890;137492;138429;1436;153;154;155;155382;156;157;160;1601;161;163;1759;1785;1950;1956;2060;2065;2066;2149;2261;2263;2264;22841;22905;23096;2321;23327;23362;23396;2348;2350;2352;23527;23550;23624;25978;26052;26056;26119;26286;27183;27243;2868;2869;2870;28964;29082;29924;30011;30844;30845;30846;3105;3106;3107;3133;3134;3135;3265;3303;3304;3305;3306;3310;3312;3480;3559;3560;3561;3577;3579;3791;3815;382;387;390243;3949;408;4087;4088;409;4091;4092;4193;4233;440073;4734;4914;50807;50855;51028;51100;51160;51510;51534;5156;51652;5337;5338;5371;55040;55048;55616;55738;5584;5590;56288;5662;56904;57132;57154;57403;5867;5868;5869;5878;5979;6011;60682;64145;64411;6455;6456;6457;64744;64750;652346;652614;6714;7037;7040;7042;7043;7046;7048;7189;7251;7852;7879;79643;79720;80223;80230;8027;8218;83737;8394;8395;8411;84249;84313;84364;84440;84552;84612;857;858;859;867;868;8766;8853;89853;9101;9135;9146;9230;92421;93343;9372;9525;9727;9744;9765;9815;9829;9922;998"
"path:04810"	"Regulation of actin cytoskeleton"	"18/863"	"211/21796"	0.00190299556611639	0.0833512057958981	"10627;1950;2260;23396;2909;3655;3672;3678;3681;54961;60;623;6548;7410;88;8826;9564;998"	"10092;10093;10094;10095;10109;10152;10163;10297;10298;103910;10398;10451;10458;10552;10627;10672;1072;1073;10787;10788;1128;1129;1131;1132;1133;128239;1398;1399;1445;1729;1730;1793;1950;1956;200576;2147;2149;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2264;22800;22801;22808;23191;2335;23365;23396;23533;26230;26281;26291;26999;27006;2768;28964;2909;2934;29895;3071;324;3265;345456;3630;3645;3655;3672;3673;3674;3675;3676;3678;3679;3680;3681;3682;3683;3684;3685;3687;3688;3689;369;3690;3691;3693;3694;3695;3696;375189;3845;387;3984;3985;4342;4478;4633;4636;4638;4659;4893;5058;5062;5063;50649;5154;5155;5156;5159;5216;5217;5290;5291;5293;5294;5295;5296;5305;54434;54961;5499;5500;5501;55740;55845;5594;5595;55970;56034;5604;5605;56924;57144;5747;5829;58498;5879;5880;5881;5894;5962;60;6093;623;6237;624;653888;6548;6654;6655;673;7074;71;7114;7117;7409;7410;7414;7430;7454;79837;80310;8074;81;81624;81873;8394;8395;8396;8503;8515;8516;85366;85464;85477;87;88;8817;8822;8823;8826;8874;89;8936;8976;89846;9087;9138;91807;929;93408;9459;9475;9564;9965;998"
"path:04510"	"Focal adhesion"	"16/863"	"199/21796"	0.00585926951318216	0.167345140610704	"10627;1292;1950;2889;2909;3655;3672;3678;3910;3912;60;7410;858;88;9564;998"	"10000;10298;10319;103910;10398;10451;10627;1101;1277;1278;1280;1281;1282;1284;1286;1288;1289;1290;1291;1292;1293;1301;1302;1311;131873;1398;1399;1499;1729;1793;1950;1956;2002;2064;207;208;2277;22798;22801;2316;2317;2318;2321;2324;2335;23533;2534;25759;284217;2885;2889;2909;2932;29780;29895;3082;3265;329;330;331;3371;3381;3479;3480;3611;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;3725;3791;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;394;399694;4233;4633;4636;4638;4659;50509;5058;5062;5063;5154;5155;5156;5159;5170;5228;5290;5291;5293;5294;5295;5296;53358;5499;5500;5501;55742;5578;5579;5582;5594;5595;5599;5601;5602;56034;5604;5605;5649;56924;57144;572;5728;5747;5829;58498;5879;5880;5881;5894;5906;5908;5923;595;596;60;6093;63923;64098;6464;6654;6655;6696;6714;673;7057;7058;7059;7060;7094;71;7143;7148;7408;7409;7410;7414;7422;7423;7424;7448;7450;7791;80310;81;824;83660;8503;8515;8516;85366;857;858;859;87;88;89;894;896;91807;93408;9475;9564;998"
"path:04512"	"ECM-receptor interaction"	"9/863"	"84/21796"	0.00594792574541869	0.167345140610704	"1292;1605;3339;3655;3672;3678;3910;3912;960"	"10319;1101;1277;1278;1280;1281;1282;1284;1286;1288;1289;1290;1291;1292;1293;1301;1302;1311;131873;1605;22798;22801;22987;2335;2811;2812;2814;2815;284217;3161;3339;3371;3381;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;375790;3908;3909;3910;3911;3912;3913;3914;3915;3918;50509;51206;5649;6382;6383;6385;63923;6696;7057;7058;7059;7060;7143;7148;7448;7450;8515;8516;948;960;961;9672;9899;9900"
"path:04670"	"Leukocyte transendothelial migration"	"11/863"	"116/21796"	0.00633511789718488	0.167345140610704	"10411;10627;1496;24146;2909;4318;60;7410;88;9564;998"	"1003;103910;10398;10411;10451;10627;10686;11069;1364;1365;1366;137075;1432;149461;1495;1496;1499;1500;1535;1536;2185;23533;23562;24146;26285;27035;2770;2771;2773;2909;29119;29895;3383;3676;3683;3684;3688;3689;3702;387;394;399;4267;4301;4313;4318;4478;4633;4636;4688;4689;4950;49861;5010;50508;50848;51208;5175;5290;5291;5293;5294;5295;5296;5335;5336;53842;5578;5579;5582;5600;5603;5747;5781;5829;58494;58498;5879;5880;5906;5908;60;6093;6300;6387;6494;653361;7070;71;7122;7294;7408;7409;7410;7412;7414;7430;7852;81;83593;83700;8503;87;88;89;9071;9073;9074;9075;9076;9080;90952;93408;9475;9564;998"
"path:05416"	"Viral myocarditis"	"8/863"	"71/21796"	0.00687719755934402	0.167345140610704	"1605;1982;25;3135;4619;4620;4627;60"	"100133583;1525;1604;1605;1756;1981;1982;22989;25;2534;27;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;3383;3683;3689;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;54205;5551;57644;5879;5880;5881;595;60;637;6442;6443;6444;6445;652614;71;79784;836;841;842;857;8672;8735;940;941;942;958;959"
"path:05131"	"Shigellosis"	"7/863"	"61/21796"	0.010133286852697	0.21758120731555	"25;3678;5970;60;64127;960;998"	"10092;10093;10094;10095;10109;10163;10392;10459;10552;1147;1398;1399;1432;1445;1729;1793;2017;23291;25;3059;345456;3551;3576;3678;3688;375189;391;4790;4792;4793;5216;5217;5594;5595;5599;5600;5601;5602;5603;5879;5970;60;6093;6300;64127;653888;71;7307;7414;7454;81873;8517;8767;8936;8945;8976;9474;9475;960;9844;998"
