"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:04810"	"Regulation of actin cytoskeleton"	"16/679"	"211/21796"	0.000986903472325773	0.216131860439344	"2260;27006;3655;3678;3685;4633;54961;55845;5894;60;623;6655;7410;88;8826;9564"	"10092;10093;10094;10095;10109;10152;10163;10297;10298;103910;10398;10451;10458;10552;10627;10672;1072;1073;10787;10788;1128;1129;1131;1132;1133;128239;1398;1399;1445;1729;1730;1793;1950;1956;200576;2147;2149;2245;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2264;22800;22801;22808;23191;2335;23365;23396;23533;26230;26281;26291;26999;27006;2768;28964;2909;2934;29895;3071;324;3265;345456;3630;3645;3655;3672;3673;3674;3675;3676;3678;3679;3680;3681;3682;3683;3684;3685;3687;3688;3689;369;3690;3691;3693;3694;3695;3696;375189;3845;387;3984;3985;4342;4478;4633;4636;4638;4659;4893;5058;5062;5063;50649;5154;5155;5156;5159;5216;5217;5290;5291;5293;5294;5295;5296;5305;54434;54961;5499;5500;5501;55740;55845;5594;5595;55970;56034;5604;5605;56924;57144;5747;5829;58498;5879;5880;5881;5894;5962;60;6093;623;6237;624;653888;6548;6654;6655;673;7074;71;7114;7117;7409;7410;7414;7430;7454;79837;80310;8074;81;81624;81873;8394;8395;8396;8503;8515;8516;85366;85464;85477;87;88;8817;8822;8823;8826;8874;89;8936;8976;89846;9087;9138;91807;929;93408;9459;9475;9564;9965;998"
"path:05340"	"Primary immunodeficiency"	"5/679"	"33/21796"	0.00332925629512171	0.364553564315827	"4261;57379;926;930;958"	"100;115650;23495;29760;29851;326;3561;3575;3932;4261;57379;5788;5896;5897;5993;5994;64421;6890;6891;695;7374;7535;8517;8625;915;916;920;925;926;930;958;959;973"
"path:04530"	"Tight junction"	"10/679"	"131/21796"	0.00796385261801158	0.515653840338971	"11336;1457;23136;3993;4627;4629;4633;55844;60;88"	"10000;1019;10207;103910;10398;10627;10686;11336;1364;1365;1366;137075;1457;1459;1460;149461;1495;1496;1499;150084;154810;2017;2035;2036;2037;207;208;22800;22808;22989;23136;23562;24146;260425;26285;27134;2770;2771;2773;29119;29895;3059;3265;3845;387;3993;3996;4301;4619;4620;4621;4622;4624;4625;4626;4627;4628;4629;4633;4636;4893;4950;49861;5010;50848;50855;51208;51776;53842;5515;5516;5518;5519;5520;5521;5522;5578;5579;5580;5581;5582;5583;5584;55844;55870;5588;5590;56288;5728;57530;57644;58494;58498;5865;5872;60;60412;6237;64398;6714;7082;71;7122;7525;79784;81;8189;83700;84552;84612;8531;8573;87;8735;8777;88;89;9071;9073;9074;9075;9076;9080;9218;9223;92359;93408;93643;9414;9863;998"
"path:04962"	"Vasopressin-regulated water reabsorption"	"5/679"	"44/21796"	0.0115172094546009	0.515653840338971	"1639;1778;2778;361;6844"	"10488;10540;10671;109;112;115;1385;140735;148327;1639;1778;1780;1781;1783;2778;359;360;361;396;397;4905;51143;51164;51626;551;554;5566;5567;5568;5613;5868;5869;5878;64764;6810;6844;79659;84516;84699;8655;8766;90993;9230;9586"
"path:04141"	"Protein processing in endoplasmic reticulum"	"11/679"	"167/21796"	0.0157405142683534	0.515653840338971	"10808;10970;55757;55768;581;6185;6238;64374;80331;92552;9695"	"100289713;10113;10130;10134;10273;10277;10294;10299;10427;10477;10483;10484;10525;10802;10808;10905;10952;10956;10960;10961;10970;11231;11253;118424;120329;1388;1409;1410;143630;1603;1649;1650;1965;201595;2081;22824;22872;22926;23193;23471;23480;23640;23645;258010;25956;26232;26270;267;27102;27248;285126;2923;29927;29978;29979;30001;3300;3301;3303;3304;3305;3306;3309;3310;3312;3320;3326;3337;3703;3998;4121;4217;4287;440275;468;4780;5034;50613;5071;51009;51128;51360;51465;51619;51726;54431;54788;55176;55432;55666;55741;55757;55768;55829;5589;55968;5599;5601;5602;5609;5610;5611;56605;56681;56886;56893;57134;573;578;581;5886;5887;596;6048;6184;6185;6238;6396;6400;64215;64374;6500;6745;6746;6747;6748;7095;7184;7186;7321;7322;7323;7324;7325;7326;7327;7353;7415;7466;7494;7841;79139;79748;7991;80267;80331;80700;811;81567;821;823;824;84447;8454;85479;8720;91319;92552;9373;9451;9532;9601;9632;9695;9709;9871;9978"
"path:04060"	"Cytokine-cytokine receptor interaction"	"13/679"	"213/21796"	0.0164397491900008	0.515653840338971	"10563;10803;149233;2826;3446;3572;3594;3597;3606;50615;7046;8743;958"	"10563;10663;10673;10803;10913;115650;116379;1230;1232;1233;1234;1235;1236;1237;1270;1271;1435;1436;1437;1438;1439;1440;1441;1489;149233;1524;163702;1896;1950;1956;2056;2057;2277;2321;2322;2323;2324;23495;23529;23765;268;269;2690;27190;27242;2826;2829;2833;3082;338376;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3451;3452;3454;3455;3456;3458;3459;3460;3467;355;3552;3553;3554;3556;3558;3559;356;3560;3561;3562;3563;3565;3566;3567;3568;3569;3570;3572;3574;3575;3576;3577;3578;3579;3581;3586;3587;3588;3589;3590;3592;3593;3594;3595;3596;3597;3600;3601;3604;3605;3606;3627;3791;3815;388372;3952;3953;3976;3977;4049;4050;4055;414062;4233;4254;4283;4352;4804;4982;5008;50615;50616;51330;5156;51561;5159;5196;5197;53832;53833;5473;55504;55540;55801;5617;5618;56832;57007;58191;58985;59067;60401;608;6348;6349;6351;6352;6370;6373;6376;6387;64109;643;64806;657;658;659;7040;7042;7043;7046;7048;7124;7132;7133;7173;7292;729230;7293;7424;7850;7852;84957;85480;8600;8718;8740;8741;8742;8743;8744;8764;8771;8784;8792;8807;8809;8995;90;91;9180;92;93;939;943;944;9547;9560;958;959;970;9966"
"path:05414"	"Dilated cardiomyopathy"	"7/679"	"85/21796"	0.016775911391445	0.515653840338971	"2778;3655;3678;3685;4633;60;7169"	"10368;10369;107;108;109;111;112;113;114;115;153;1605;1674;1756;196883;2010;22801;27091;27092;2778;3479;3655;3672;3673;3674;3675;3676;3678;3679;3680;3685;3688;3690;3691;3693;3694;3695;3696;4000;4607;4633;4634;5350;5566;5567;5568;55799;5613;59283;59284;59285;60;6262;6442;6443;6444;6445;70;7040;7042;7043;71;7124;7134;7137;7139;7168;7169;7170;7171;7273;775;776;778;779;781;782;783;784;785;786;8515;8516;9254;93589"
"path:03040"	"Spliceosome"	"9/679"	"128/21796"	0.0188366699667204	0.515653840338971	"10285;11017;23020;23451;24148;3178;3190;6428;6429"	"10084;10189;10262;10285;10286;10291;10450;10465;10523;10569;10594;10713;10772;10907;10915;10929;10946;10992;11017;11157;11325;11338;144983;151903;153527;1655;1659;1665;220988;22827;22916;22938;22985;23020;23350;23450;23451;23658;24148;25766;25804;25949;26121;27258;27316;27339;29896;3178;3183;3190;3192;3303;3304;3305;3306;3310;3312;4116;4670;4686;4809;494115;5093;51340;51362;51503;51639;51645;51690;51691;51729;5356;55110;55119;55660;55696;56259;56949;57187;57461;57819;58517;6426;6427;6428;6429;6430;6431;6432;6434;653884;6625;6626;6627;6628;6629;6631;6632;6633;6634;6635;6636;6637;7307;7919;8175;83443;84321;8449;84844;84950;84991;8559;8683;8896;9092;9128;9129;9343;9410;9416;9716;9775;9785;9879;988;9939;9984"
"path:04520"	"Adherens junction"	"6/679"	"70/21796"	0.021759493065629	0.529480997930305	"1457;2260;51701;60;7046;88"	"10163;10458;10580;10810;117178;1387;1457;1459;1460;1495;1496;1499;1500;1956;2033;2064;2260;2534;25945;29119;3480;3643;387;4008;4087;4088;4089;4233;4301;51176;51701;5594;5595;56288;5770;5777;5787;5792;5795;5797;5818;5819;5879;5880;5881;60;6591;6615;6714;6885;6932;6934;7046;7048;7082;71;7414;7454;7525;81;81607;83439;87;88;89;8936;8976;9855;998;999"
"path:04710"	"Circadian rhythm - mammal"	"3/679"	"22/21796"	0.0298353900945738	0.653395043071166	"8863;8945;9575"	"1407;1408;1453;1454;23291;26224;406;4862;5187;6095;6096;6097;6500;79365;8454;8553;8863;8864;8945;9572;9575;9978"
