"pathwayId"	"pathwayName"	"annMoleculeRatio"	"annBgRatio"	"pvalue"	"fdr"	"annMoleculeList"	"annBgMoleculeList"
"path:04145"	"Phagosome"	"23/1804"	"156/21796"	0.00478992922533683	0.731437185994924	"10952;1514;1778;1783;203068;2212;3134;3135;347733;3678;3689;3916;4481;526;53407;60;7277;7278;7280;81035;8417;929;9554"	"100133583;10312;10332;10333;10376;10381;10382;10383;10952;11151;112714;113457;127124;1311;1514;1520;1535;1536;155066;1778;1780;1781;1783;200576;203068;2204;2209;2212;2213;2214;2215;22925;23480;23545;23673;245972;245973;27035;29927;30835;3105;3106;3107;3108;3109;3111;3112;3113;3115;3117;3118;3119;3122;3123;3125;3126;3127;3133;3134;3135;338382;347688;347733;3673;3678;3684;3685;3688;3689;3690;3693;3916;3920;4074;414308;4153;4353;4360;4481;4688;4689;4842;4973;50508;50617;51143;51382;51606;51807;523;525;526;527;528;5289;529;533;534;53407;535;537;55176;56604;5868;5869;5878;5879;60;6441;64581;652614;653361;653509;6890;6891;7037;7057;7058;7059;7060;7097;7099;71;715;718;7277;7278;7280;7846;7879;78989;79659;79861;81027;81035;811;821;83547;8411;8417;84617;84790;8685;8992;90423;9103;9114;9146;929;9296;9341;948;949;9550;9554;9902"
"path:05130"	"Pathogenic Escherichia coli infection"	"10/1804"	"52/21796"	0.00935826296520581	0.731437185994924	"203068;25;2534;347733;60;7277;7278;7280;8440;929"	"10092;10093;10094;10095;10109;10376;10381;10382;10383;10552;112714;113457;1499;2017;203068;23643;25;2534;3059;347688;347733;3688;387;4690;4691;4950;51807;56604;60;6093;653888;7099;71;7100;7277;7278;7280;7430;7454;7846;79861;81027;81873;8440;84617;84790;8976;9181;929;9475;998;999"
"path:05200"	"Pathways in cancer"	"38/1804"	"322/21796"	0.016955121116489	0.731437185994924	"10000;1027;1029;1050;1163;1441;1487;1496;2122;2246;2260;2335;25;27006;332;3479;355;3910;3912;4087;4286;4292;4436;4824;51684;5894;5915;5970;6688;7042;7046;7185;7477;7704;8074;8321;8643;9915"	"10000;1017;1019;1021;1026;1027;1029;10297;1030;10319;10342;10401;1050;10928;11186;11211;112398;112399;1147;1163;1282;1284;1286;1288;1387;1398;1399;1436;1438;1441;1487;1488;1495;1496;1499;1612;1613;1630;1855;1856;1857;1869;1870;1871;1950;1956;2033;2034;2064;207;208;2122;2246;2247;2248;2249;2250;2251;2252;2253;2254;2255;2256;2257;2258;2259;2260;2261;2263;2271;2277;22798;2308;2322;2323;2335;2353;23533;23604;23624;2475;25;2535;26060;26281;26291;27006;27148;2735;2736;2737;284217;2885;29119;2932;2956;3065;3066;3082;3091;324;3265;329;330;331;332;3320;3326;3479;3480;354;355;3551;356;3569;3576;3655;367;3673;3674;3675;3685;3688;369;3716;3725;3728;3815;3845;387;3908;3909;3910;3911;3912;3913;3914;3915;3918;405;4087;4088;4089;4149;4193;4233;4254;4286;4292;4312;4313;4318;4436;4437;4609;4790;4791;4792;4824;4843;4893;4914;51176;51384;5154;5155;5156;51588;5159;51684;5228;5290;5291;5293;5294;5295;5296;5335;5336;5371;54205;54361;54583;5467;5468;5578;5579;5582;5594;5595;5599;5601;5602;5604;5605;572;5727;5728;5743;5747;581;5879;5880;5881;5888;5894;5898;5899;5900;5914;5915;5925;595;596;5970;5979;598;613;6256;6257;6258;637;64399;6469;650;6502;6513;652;652346;6608;6654;6655;6688;673;675;6772;6774;6776;6777;6789;6921;6923;6932;6934;7039;7040;7042;7043;7046;7048;7157;7170;7175;7184;7185;7186;7187;7188;7189;7422;7423;7424;7428;7471;7472;7473;7474;7475;7476;7477;7478;7479;7480;7481;7482;7483;7484;7704;7849;7855;7976;8030;8031;80326;8074;81029;8312;8313;8321;8322;8323;8324;8325;8326;83439;83593;836;841;842;8453;8503;8517;8554;861;862;8643;867;868;8772;8817;8822;8823;89780;898;9063;9134;9618;9915;9965;9978;998;999"
"path:00514"	"O-Mannosyl glycan biosynthesis"	"2/1804"	"3/21796"	0.0194086570050371	0.731437185994924	"10585;55624"	"10585;29954;55624"
"path:03440"	"Homologous recombination"	"6/1804"	"28/21796"	0.0246624054032819	0.731437185994924	"5889;5893;6117;7517;7979;80198"	"10111;10714;146956;25788;29935;4361;4683;5424;5425;57804;5888;5889;5890;5892;5893;6117;6118;6119;641;6742;675;7156;7516;7517;7979;80198;8438;8940"
"path:03030"	"DNA replication"	"7/1804"	"36/21796"	0.0261331390470505	0.731437185994924	"4171;54107;5422;5426;5557;6117;84153"	"10535;10714;1763;2237;23649;246243;29935;3978;4171;4172;4173;4174;4175;4176;5111;54107;5422;5424;5425;5426;5427;5557;5558;56655;57804;5981;5982;5983;5984;5985;6117;6118;6119;6742;79621;84153"
"path:04730"	"Long-term depression"	"11/1804"	"70/21796"	0.0281877564393141	0.731437185994924	"10842;2778;2982;2983;3479;5319;5322;5592;5894;6261;81579"	"100137049;10672;10842;123745;1392;1394;23236;26279;2767;2768;2770;2771;2773;2775;2776;2778;2781;2890;2891;2892;2895;2911;2915;2977;2982;2983;30814;3265;3479;3480;369;3708;3709;3710;3845;391013;4067;4842;4893;50487;5319;5320;5321;5322;5330;5331;5332;5515;5516;5518;5519;5578;5579;5582;5592;5593;5594;5595;5604;5605;5894;6261;64600;673;773;81579;8398;8399;84647;8681"
"path:04360"	"Axon guidance"	"17/1804"	"126/21796"	0.0307788885791536	0.731437185994924	"10500;10505;11261;1947;1948;1949;1969;2044;2045;2048;25;2534;3983;3984;63928;8482;9037"	"10154;1020;10298;10371;10500;10501;10505;10507;10509;10512;1072;10725;1073;11261;137970;1630;1808;1942;1943;1944;1945;1946;1947;1948;1949;1969;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;219699;223117;2242;22854;22885;23365;23380;23654;25;2534;25791;27289;2770;2771;2773;285220;2932;29984;3265;3688;3845;387;3897;3983;3984;3985;4233;4772;4773;4775;4776;4893;4917;5058;5062;5063;5361;5362;5364;5365;54437;54910;5530;5532;5533;5534;5535;55558;5594;5595;56896;56920;56924;57144;5747;57522;57556;57689;57715;5879;5880;5881;5921;59277;5998;6091;6092;6093;63928;6405;64218;64221;6585;6586;7852;7869;80031;84448;8482;8633;8829;90249;9037;9353;9423;9475;9723;9901;998"
"path:05220"	"Chronic myeloid leukemia"	"11/1804"	"72/21796"	0.0339029082989909	0.731437185994924	"10000;1027;1029;1487;2122;25;5894;5970;7042;7046;9846"	"10000;1019;1021;1026;1027;1029;1147;1398;1399;1487;1488;1869;1870;1871;207;208;2122;23533;23624;25;25759;2885;3065;3066;3265;3551;369;3845;399694;4089;4193;4609;4790;4792;4893;5290;5291;5293;5294;5295;5296;53358;5594;5595;5604;5605;572;5781;5894;5925;595;5970;598;613;6464;6654;6655;673;6776;6777;7040;7042;7043;7046;7048;7157;8503;8517;861;867;868;9846"
"path:03430"	"Mismatch repair"	"5/1804"	"23/21796"	0.036971033305494	0.731437185994924	"4292;4436;5395;6117;9156"	"10714;27030;2956;29935;3978;4292;4436;4437;5111;5395;5424;5425;57804;5981;5982;5983;5984;5985;6117;6118;6119;6742;9156"
