"mRNA","coef","p"
"ENSG00000216937",0.224453312795628,0.418107798848778
"ENSG00000132002",-0.542168548330366,0.00753349025537087
"ENSG00000161681",-0.20518096194528,0.435916047083921
"ENSG00000124006",0.346039649095896,0.0931069066589089
"ENSG00000151422",0.508452092714476,0.0548191435681162
"ENSG00000198075",0.296932848955495,0.0512429023602542
"ENSG00000203697",-0.229402906126248,0.0178283566115424
"ENSG00000180263",0.128567998174661,0.428920619136872
"ENSG00000221990",-0.408758862479852,0.0851418214435696
"ENSG00000186367",0.551517544244358,0.00839635300693031
"ENSG00000077585",-0.0299822658923118,0.868829851448919
"ENSG00000172243",0.0150834639148265,0.856672504118019
"ENSG00000132763",0.0769384155314977,0.591591313010887
"ENSG00000106536",-0.0877754966932634,0.250135668817871
"ENSG00000128242",-0.224221365611143,0.186465531248357
"ENSG00000123545",-0.297674061062864,0.244597316634592
"ENSG00000180902",0.274987805080157,0.189991887815195
"ENSG00000157837",-0.0398685784029063,0.894234089053738
"ENSG00000196832",-0.196418423513201,0.37071675012912
"ENSG00000127870",0.552786350831095,0.042308479689109
"ENSG00000124466",-0.307301721958487,0.0110928025579865
"ENSG00000101871",-0.503622728986307,0.00669351357046244
"ENSG00000106263",0.425126661564991,0.171736164057902
"ENSG00000206503",0.073234080801141,0.6854984995118
"ENSG00000136897",-0.338968990335496,0.0850868825359097
"ENSG00000134759",-0.0204284990798914,0.931164798849203
"ENSG00000198467",0.492055799126641,0.00587026839753313
"ENSG00000038002",-0.0011524621944311,0.994947662812867
"ENSG00000197168",-0.097523476619826,0.368240552301281
"ENSG00000163218",-0.0465777613744198,0.458533039210157
"ENSG00000078401",-0.204669293133914,0.0569191608526941
"ENSG00000148634",-0.113390544235727,0.589894185580781
"ENSG00000156103",0.252738004153521,0.0197279413686486
"ENSG00000169925",0.200721186794296,0.520565118164848
"ENSG00000069206",0.00755067944512463,0.968001399564979
"ENSG00000142961",-0.71503496206782,0.000122459582518775
"ENSG00000140025",0.598977677409457,0.0012181427694925
"ENSG00000088367",0.0367599320572654,0.848922137030214
"ENSG00000163346",0.0145286026957246,0.954029869804958
"ENSG00000146776",0.205332808247026,0.354942104991621
"ENSG00000151790",-0.0121634387911538,0.853520546910057
"ENSG00000138311",-0.0822159542648315,0.655261242016943
"ENSG00000168872",0.521323247939446,0.0147572755821184
"ENSG00000182685",-0.0481408008503756,0.85497957006677
"ENSG00000178971",0.00114704922817392,0.994867860188425
"ENSG00000161016",-0.056902909890026,0.913887490496362
"ENSG00000245848",-0.596164716887607,0.00204743444333455
"ENSG00000169554",0.0280803799832253,0.864225906071439
"ENSG00000147138",-0.0645807385829971,0.497251171519567
"ENSG00000163596",-0.125990473197438,0.224494895792778
"ENSG00000137103",-0.106696172454876,0.547122142761101
"ENSG00000107951",0.020615876236942,0.894633274644722
"ENSG00000105248",-0.238420748442363,0.363334118083001
"ENSG00000102547",0.15867282993671,0.277526257473696
"ENSG00000133112",0.385419369411706,0.134379818009421
"ENSG00000188909",-0.0845537224169585,0.715176016570414
"ENSG00000249158",0.115649856305381,0.392010954037385
"ENSG00000078269",1.2493968505466,0.000415893574936543
"ENSG00000123983",0.312008037338354,0.202317928757928
"ENSG00000188868",-0.123708335663217,0.496308938194637
"ENSG00000181378",0.0214726558370443,0.929461950184682
"ENSG00000110536",-0.0474138956459509,0.860539004985076
"ENSG00000162407",0.173896386097245,0.338657946080803
"ENSG00000128581",0.394028195679453,0.0177675661537301
"ENSG00000182253",0.143838653280685,0.168316645751216
"ENSG00000124588",-0.173140418288079,0.18352945174158
"ENSG00000108861",0.312559796114312,0.248184953778001
"ENSG00000144867",-0.393271354258844,0.0978203838189158
"ENSG00000085274",-0.0156925411907151,0.955867131408639
"ENSG00000180817",-0.295838904704214,0.181229809097247
"ENSG00000198959",0.113603110688348,0.241347564479369
"ENSG00000140263",0.192738129791065,0.204887215860072
"ENSG00000166206",-0.133062343230034,0.267971008202199
"ENSG00000170324",-0.104825662464595,0.0837304071744185
"ENSG00000205853",-0.196087297368413,0.286527580039891
"ENSG00000157349",0.525556779587548,0.0289515130313325
"ENSG00000255529",0.0805710717031816,0.581222444735492
"ENSG00000181903",-0.0900422700268778,0.68736915017387
"ENSG00000147454",0.1199063037753,0.576867343575478
"ENSG00000131781",-0.294080236133448,0.0373761147328957
"ENSG00000181751",0.0194194114038453,0.908941354496065
"ENSG00000160298",0.38604646290933,0.210232482258147
"ENSG00000136141",0.374965764233968,0.0574993974856529
"ENSG00000166167",0.356194272529587,0.098058988270221
"ENSG00000162415",-0.160479699678913,0.206810531279503
"ENSG00000088833",0.156914706788689,0.483774851244489
"ENSG00000125844",0.0821577872124504,0.775832612074048
"ENSG00000180767",0.201745296544956,0.408401385517932
"ENSG00000178821",-0.12702006000138,0.468697607013415
"ENSG00000155966",-0.115735129806147,0.163185578792795
