"mRNA","coef","p"
"ENSG00000216937",0.14977771957101,0.490986958276878
"ENSG00000132002",-0.199306466309013,0.289177486889444
"ENSG00000161681",-0.0654063703813945,0.779895645318312
"ENSG00000124006",0.0446669543464959,0.801967836533574
"ENSG00000151422",0.237267748565618,0.369608500061639
"ENSG00000198075",0.0189975474157809,0.895961020158666
"ENSG00000203697",-0.0495283219395128,0.541544666866993
"ENSG00000180263",0.295013914533339,0.0949047111176035
"ENSG00000221990",-0.163908465343436,0.433100001868924
"ENSG00000186367",0.466624627247265,0.0097014130142502
"ENSG00000077585",0.0102661351016513,0.951382306080168
"ENSG00000172243",0.0358774590539964,0.653498494333252
"ENSG00000132763",0.0332408825421149,0.786411034423639
"ENSG00000106536",-0.183474730090374,0.0085684814386231
"ENSG00000128242",-0.0102886281927205,0.947647444656907
"ENSG00000123545",0.0751043807297139,0.731871449723154
"ENSG00000180902",0.0284561653204542,0.875178357095927
"ENSG00000157837",0.365985492202971,0.145904649333382
"ENSG00000196832",0.162732075347192,0.561802044206602
"ENSG00000127870",0.542651877469072,0.0361325680777137
"ENSG00000124466",-0.212033553834036,0.061583508708883
"ENSG00000101871",-0.28142863741312,0.0390682116802618
"ENSG00000106263",0.377274306448206,0.186247466703277
"ENSG00000206503",0.174084006701428,0.511132454859021
"ENSG00000136897",-0.322911831276863,0.111649663592853
"ENSG00000134759",-0.110641726275761,0.599041674755521
"ENSG00000198467",0.578409538914852,0.00080988739465282
"ENSG00000038002",-0.127365759926427,0.414177205556892
"ENSG00000197168",-0.0423941319389114,0.662090403219745
"ENSG00000163218",-0.0979574615701164,0.102324026969874
"ENSG00000078401",-0.255334014147608,0.0298292461183604
"ENSG00000148634",0.193783683315524,0.351966121671627
"ENSG00000156103",0.114366095123329,0.183001039017653
"ENSG00000169925",0.203550167532521,0.476487721028762
"ENSG00000069206",0.0946996714650071,0.571280729843577
"ENSG00000142961",-0.338569385137001,0.0288944251311349
"ENSG00000140025",0.599900720247045,0.000508606357096375
"ENSG00000088367",0.18028284095295,0.1819268903589
"ENSG00000163346",0.534463621340279,0.0172909246249348
"ENSG00000146776",0.170982710989056,0.359377306080201
"ENSG00000151790",0.0288112945891147,0.618736964860771
"ENSG00000138311",-0.309942175591719,0.0598235780666541
"ENSG00000168872",0.445864087183081,0.0360243733668907
"ENSG00000182685",0.291240318904886,0.215391815723333
"ENSG00000178971",0.327640939438781,0.148958770039256
"ENSG00000161016",0.389421532575582,0.404307052647547
"ENSG00000245848",-0.605512217395865,0.0027975451257034
"ENSG00000169554",0.178324783989142,0.218386704000817
"ENSG00000147138",-0.0506960024769869,0.571193181232778
"ENSG00000163596",-0.0315185499323436,0.741882354545647
"ENSG00000137103",0.00252402772785876,0.987849350566044
"ENSG00000107951",0.0466333635957293,0.755654618286238
"ENSG00000105248",-0.0489624189405846,0.838032720227302
"ENSG00000102547",0.247158952184218,0.0564669792147007
"ENSG00000133112",-0.0965230780699875,0.712744205321228
"ENSG00000188909",-0.239321767860188,0.293408816001572
"ENSG00000249158",-0.035129684871298,0.767327701440139
"ENSG00000078269",0.695789810117639,0.01414869501483
"ENSG00000123983",0.714393368090544,0.000616984884619254
"ENSG00000188868",-0.0573261842465144,0.731148536244037
"ENSG00000181378",-0.0310177797715152,0.887248842654492
"ENSG00000110536",0.11173544278522,0.672040418673819
"ENSG00000162407",0.125071214146038,0.357424800373759
"ENSG00000128581",0.196029708772033,0.221223713869285
"ENSG00000182253",0.351164793708876,8.45728138310076e-05
"ENSG00000124588",-0.0375546621468788,0.731414238516309
"ENSG00000108861",0.537986758354027,0.0107326880777981
"ENSG00000144867",-0.158032333065173,0.488269974394449
"ENSG00000085274",-0.146328212298415,0.537007365755965
"ENSG00000180817",-0.0763717800976527,0.732727383241623
"ENSG00000198959",0.362594095218215,0.000321958132821765
"ENSG00000140263",0.396557063245024,0.00726183289771043
"ENSG00000166206",0.0703788201984553,0.44608442504176
"ENSG00000170324",-0.103872638750698,0.0487984847980284
"ENSG00000205853",-0.241221691528109,0.127269763755103
"ENSG00000157349",0.679292131971685,0.0100337290816751
"ENSG00000255529",0.162277330076509,0.209028908150435
"ENSG00000181903",0.0165155410507115,0.940197670347539
"ENSG00000147454",0.117628823967914,0.60225461127389
"ENSG00000131781",-0.250853558803254,0.0507019649396766
"ENSG00000181751",-0.063913653226802,0.695960347556357
"ENSG00000160298",-0.0435266242121467,0.882814987618387
"ENSG00000136141",0.562563156037031,0.00522925704658039
"ENSG00000166167",0.232916416138204,0.256824257693701
"ENSG00000162415",0.0116670230614249,0.921147805529057
"ENSG00000088833",0.127132824041598,0.565176667171693
"ENSG00000125844",0.255245163149405,0.324501958421666
"ENSG00000180767",0.00672715778995412,0.977872091412808
"ENSG00000178821",-0.188114872055185,0.256746705986901
"ENSG00000155966",-0.182195073830117,0.016294649117921
"ENSG00000167770",0.293222289152787,0.279051676533802
"ENSG00000100201",-0.32629338391038,0.356038209893172
"ENSG00000171540",0.420736307320633,0.0944523400075994
"ENSG00000254999",-0.0467448436883729,0.839200167096146
"ENSG00000117525",0.063493596642273,0.521372760726369
"ENSG00000131153",0.150950875276733,0.348383272679019
"ENSG00000164627",0.156478336852036,0.23613638146417
"ENSG00000013293",0.0984813449394381,0.441972269181346
"ENSG00000205846",0.0203172037911274,0.839796646653788
"ENSG00000105887",0.164413483637608,0.547607144091313
"ENSG00000198807",0.137714945043319,0.123366187592124
"ENSG00000118960",0.146528024313195,0.550540340261062
"ENSG00000122741",0.207605637879981,0.22574452157271
"ENSG00000182919",0.053531470740991,0.710657574755002
"ENSG00000092969",0.0986603772916242,0.425981937685769
"ENSG00000223572",-0.365734394344851,0.00199377991083349
"ENSG00000008394",0.0466764162522998,0.464272029168761
"ENSG00000114698",0.0548461148268615,0.621839470843247
"ENSG00000100906",0.34201076767832,0.190983755383924
"ENSG00000143195",-0.176961983311217,0.263177331920308
"ENSG00000168060",0.1627366971485,0.287245398637265
"ENSG00000176092",-0.292939702872659,0.0588740202137943
"ENSG00000141258",0.728868126768466,0.000543342735913943
"ENSG00000113532",0.0933209657658447,0.507185139513686
"ENSG00000188000",-0.0517437060898109,0.824556577143227
"ENSG00000162998",0.0883326592297617,0.134039590322471
"ENSG00000197852",-0.246232362109674,0.34982553853322
"ENSG00000137976",-0.072096395878258,0.332245115360582
"ENSG00000107897",-0.451910019486055,0.0588045175495376
"ENSG00000196734",-0.0799300967853574,0.30344590578377
"ENSG00000154175",0.135246433187324,0.0261156235353511
"ENSG00000198523",0.1417094880915,0.0110756067197482
"ENSG00000121022",-0.101444336797651,0.753664794457293
"ENSG00000183426",0.20414211689936,0.381241236256155
"ENSG00000151247",-0.453131541109307,0.0608923483368651
"ENSG00000108669",0.236441324804435,0.230291033150697
"ENSG00000197756",-0.0377070846808866,0.823879274024981
"ENSG00000119599",0.122129447103871,0.500921012895427
"ENSG00000128915",0.312887107406117,0.0440030631206599
"ENSG00000141646",0.0246350504940923,0.884474204501326
"ENSG00000132849",0.374187594076959,0.185487595388529
"ENSG00000154553",0.275977512333514,0.0118711374226478
"ENSG00000183476",-0.272999747808427,0.160587360968302
"ENSG00000137699",-0.216582211593095,0.117947458192886
"ENSG00000081665",0.29627907141489,0.0685001974714182
"ENSG00000152092",0.246936501258962,0.0212024435715417
"ENSG00000276644",0.0137609497412831,0.897550273053348
"ENSG00000088766",0.379848765218046,0.024688117247942
"ENSG00000137267",-0.170049689097428,0.397997331171189
"ENSG00000100104",-0.0118736519567282,0.912113950505479
"ENSG00000108813",-0.0323591746446533,0.728894615145541
"ENSG00000108375",-0.0593452120937543,0.689185456560685
"ENSG00000166454",-0.140367436027532,0.696432817952751
"ENSG00000117020",0.0710869482101293,0.472991708140251
"ENSG00000140859",0.120444659191732,0.511512457694116
"ENSG00000165119",0.794269805870159,0.136497063835709
"ENSG00000168421",-0.00922220129416015,0.901271459261661
"ENSG00000130312",-0.134640536300441,0.58920253555108
"ENSG00000140873",0.143791701247517,0.0660765185868706
"ENSG00000152936",-0.184294895374728,0.441119173024931
"ENSG00000094841",0.269584357715515,0.0603022398495124
"ENSG00000087088",-0.104890071050006,0.581103093086429
"ENSG00000187871",0.125852267081096,0.444435419619216
"ENSG00000198015",-0.306891345559227,0.182411533218672
"ENSG00000089505",0.515594603738347,0.0244304384150091
"ENSG00000145375",0.105961133817906,0.51129158080769
"ENSG00000163704",-0.212601964818835,0.25731499044609
"ENSG00000056972",0.0652715524648135,0.68915837326214
"ENSG00000005243",0.0209079647424048,0.834621366991776
"ENSG00000148429",-0.285105937090055,0.0687108003572242
"ENSG00000117625",0.43485926049543,0.0780374892696502
"ENSG00000146067",-0.0392850163021276,0.81211613977701
"ENSG00000153827",0.162389285467251,0.395937414600566
"ENSG00000196712",0.519720489536596,0.0250566457144249
"ENSG00000269699",0.0331134583031387,0.677539074005011
"ENSG00000175785",0.211374938010066,0.0892789616865365
"ENSG00000180611",0.0183173420326333,0.837273423903118
"ENSG00000114302",-0.026718490256266,0.89384446807274
"ENSG00000133246",-0.340959569995813,0.107849046712564
"ENSG00000144535",0.260940872471674,0.351307128471919
"ENSG00000136732",0.378969256186174,0.0160569849490945
"ENSG00000278023",0.0508022284915352,0.725897952415502
"ENSG00000211746",-0.18015587254845,0.112879063082504
"ENSG00000185905",0.0611354848744861,0.421176054304719
"ENSG00000189350",-0.172117398975444,0.318377276931245
"ENSG00000158315",0.0244464375789587,0.844428974924808
"ENSG00000161036",0.203184372364451,0.449703444753432
"ENSG00000127527",-0.203731546329181,0.511254231897146
"ENSG00000102239",0.0830742801852611,0.598688783100199
"ENSG00000008130",-0.064675778769068,0.772232127003306
"ENSG00000047849",0.366600851209802,0.206944273396417
"ENSG00000105402",-0.00344178366530568,0.991094533557607
"ENSG00000011600",0.0521935226315356,0.739924911409859
"ENSG00000056586",0.0339186782459113,0.910231536442383
"ENSG00000134588",-0.0703461823616875,0.675527505630572
"ENSG00000241322",-0.0746375753990271,0.518979992173669
"ENSG00000156697",0.784644025519074,0.00274516248853729
"ENSG00000118997",0.416844719411488,0.00387002110627954
"ENSG00000145936",0.0972902642571161,0.455871963632188
"ENSG00000073969",0.125113499362001,0.634999126256042
"ENSG00000123810",0.106425028254824,0.578166145429688
"ENSG00000173915",0.184974718945015,0.566558303571033
"ENSG00000163660",0.00594400197907529,0.981818399558626
"ENSG00000174371",0.211259065533565,0.274123978199092
"ENSG00000163689",0.0110771664969057,0.942161303874852
