"mRNA","coef","p"
"ENSG00000216937",-0.0821745851592113,0.729209332925456
"ENSG00000132002",-0.193572387888094,0.309589132725234
"ENSG00000161681",-0.168286376684784,0.478817268526522
"ENSG00000124006",0.377114212127784,0.0567756965121722
"ENSG00000151422",0.274547218045351,0.334839622700544
"ENSG00000198075",0.147154383698489,0.42071578936672
"ENSG00000203697",-0.0427312615304616,0.64811284422097
"ENSG00000180263",-0.238333855455721,0.0882300486045903
"ENSG00000221990",-0.23278218076993,0.253310664103288
"ENSG00000186367",0.049815526591769,0.845968118785018
"ENSG00000077585",0.204685266223759,0.257463752511574
"ENSG00000172243",-0.147561713794255,0.108628659550674
"ENSG00000132763",-0.139131705481927,0.299953155869803
"ENSG00000106536",-0.111897149986848,0.15089107754786
"ENSG00000128242",0.37836917934375,0.0368683484795103
"ENSG00000123545",0.188888778206023,0.437679584850252
"ENSG00000180902",0.0109536186670412,0.955791634564691
"ENSG00000157837",-0.265533886357982,0.380727106853255
"ENSG00000196832",-0.042187566067372,0.882305081315023
"ENSG00000127870",0.115384060133689,0.617363216121623
"ENSG00000124466",-0.23455255989546,0.02197915646761
"ENSG00000101871",0.142973144294331,0.493719209764788
"ENSG00000106263",-0.213489374830264,0.462333682595128
"ENSG00000206503",-0.090201811012925,0.540709978956218
"ENSG00000136897",0.174590985941252,0.442389150667222
"ENSG00000134759",-0.462206955282168,0.0493249914897865
"ENSG00000198467",0.735374158194717,0.000683888857162862
"ENSG00000038002",0.0511798217354497,0.817857094022415
"ENSG00000197168",-0.0521671134331199,0.615772957260991
"ENSG00000163218",-0.198024401968738,0.000933892555303295
"ENSG00000078401",-0.157170797746418,0.163767215303476
"ENSG00000148634",-0.353154219553761,0.0879551740333397
"ENSG00000156103",0.0719894779558684,0.49456844396836
"ENSG00000169925",1.46525924684903,1.70498285512188e-06
"ENSG00000069206",0.0290290288737889,0.883167028936925
"ENSG00000142961",-0.314579561869058,0.0399405878759249
"ENSG00000140025",0.176886100773417,0.323915214373984
"ENSG00000088367",0.219713933033796,0.209845558539348
"ENSG00000163346",0.698862772166162,0.00631234504410627
"ENSG00000146776",0.243453619349859,0.253519003637032
"ENSG00000151790",-0.048732899774496,0.445324099371947
"ENSG00000138311",-0.137437176824473,0.386826832606461
"ENSG00000168872",-0.287263320453929,0.150026849628252
"ENSG00000182685",0.169366601351226,0.505609423328832
"ENSG00000178971",-0.218129357217816,0.34026470640129
"ENSG00000161016",-0.0525551346507322,0.915124439410769
"ENSG00000245848",-0.38981423443814,0.0352530799888223
"ENSG00000169554",0.198100184358586,0.178957603353887
"ENSG00000147138",0.0306174552049124,0.754189279200574
"ENSG00000163596",0.364005526627369,0.000933891448863133
"ENSG00000137103",0.487910448614755,0.00804691002612934
"ENSG00000107951",-0.0884110116221214,0.667219873467521
"ENSG00000105248",0.316362549661831,0.172549092918734
"ENSG00000102547",0.294796827890415,0.0362142101413796
"ENSG00000133112",-0.429881842194128,0.139356326059258
"ENSG00000188909",-0.190094321693291,0.417748901050602
"ENSG00000249158",0.223696774990224,0.0732197177375203
"ENSG00000078269",1.29204553704798,8.42463164785201e-06
"ENSG00000123983",0.920017938316937,5.86232653102536e-05
"ENSG00000188868",-0.0560313517503176,0.771500339475851
"ENSG00000181378",-0.0756838151233181,0.737963241772329
"ENSG00000110536",-0.0154977836675963,0.951774442656744
"ENSG00000162407",0.101651927664708,0.487478089961739
"ENSG00000128581",0.356931127193918,0.0802450461332601
"ENSG00000182253",0.529196754728617,1.72812392174038e-07
"ENSG00000124588",-0.0364803706662505,0.77294790634439
"ENSG00000108861",0.782767980118275,0.00131442318826602
"ENSG00000144867",-0.0607455338860061,0.82956216647969
"ENSG00000085274",0.298044426365806,0.272806781643386
"ENSG00000180817",-0.320152560193883,0.191411285541039
"ENSG00000198959",0.469991189753412,0.000160398079144697
"ENSG00000140263",0.497368878066062,0.00286301735210759
"ENSG00000166206",0.0698555913635473,0.47859945430019
"ENSG00000170324",-0.0963403894166466,0.0683243964375139
"ENSG00000205853",-0.229094015950484,0.193825870238954
"ENSG00000157349",-0.041494667530204,0.806695664980061
"ENSG00000255529",0.235907023802699,0.10974441058986
"ENSG00000181903",-0.311178483472471,0.203957882065588
"ENSG00000147454",-0.308203226185082,0.131930685684954
"ENSG00000131781",-0.350720476756994,0.00749046422610189
"ENSG00000181751",-0.130838426289727,0.489956664527792
"ENSG00000160298",0.648615574168218,0.0233562801001121
"ENSG00000136141",-0.206360635528413,0.301637394960639
"ENSG00000166167",0.171652385701299,0.383082436898836
"ENSG00000162415",0.073930588088822,0.520131380569221
"ENSG00000088833",-0.313011234708578,0.170152049191077
"ENSG00000125844",0.0802665464722598,0.769671534115992
"ENSG00000180767",0.0381438152695097,0.883292253582701
"ENSG00000178821",-0.078468485202171,0.696211055956615
"ENSG00000155966",-0.126952129329879,0.109011668587994
"ENSG00000167770",0.0512436938803014,0.856221217435359
"ENSG00000100201",0.285405952608848,0.351036888161607
"ENSG00000171540",-0.224454627927705,0.357597566418395
"ENSG00000254999",-0.0420111466675531,0.876688589982066
"ENSG00000117525",-0.01185541038913,0.901057894035869
"ENSG00000131153",-0.292098042708225,0.116544277661346
"ENSG00000164627",0.0535262308816735,0.718391209281176
"ENSG00000013293",0.096038339858143,0.479770623841964
"ENSG00000205846",-0.0822460640302081,0.470625225895565
"ENSG00000105887",0.372639937192769,0.180141751656933
"ENSG00000198807",0.14828293790511,0.0908989262488841
"ENSG00000118960",0.415789024374426,0.116793711238076
