"mRNA","coef","p"
"ENSG00000216937",0.0351747924689593,0.890611993811104
"ENSG00000132002",-0.372556943295805,0.0572497518211125
"ENSG00000161681",-0.150371817271713,0.5638983822412
"ENSG00000124006",0.243661980861142,0.184915363390273
"ENSG00000151422",0.359501903902401,0.239146203172347
"ENSG00000198075",-0.226630399446963,0.233727479372774
"ENSG00000203697",-0.179956140591671,0.0258319780416463
"ENSG00000180263",-0.212049405391364,0.172573992773614
"ENSG00000221990",-0.0346635248204855,0.88191619008226
"ENSG00000186367",0.118615435573958,0.595479710972823
"ENSG00000077585",-0.0323098093070039,0.87474236549863
"ENSG00000172243",0.0219840398118321,0.812143496390098
"ENSG00000132763",0.199003642934627,0.154972582007787
"ENSG00000106536",-0.0537420621066445,0.476462049563636
"ENSG00000128242",-0.00238078995145376,0.987302241231353
"ENSG00000123545",-0.0335763337936567,0.892468127665114
"ENSG00000180902",0.390919114833956,0.0582671868893159
"ENSG00000157837",-0.134823471840986,0.612769159447118
"ENSG00000196832",-1.08656988572901,0.00142765473347317
"ENSG00000127870",-0.0555550431913082,0.82454584968981
"ENSG00000124466",-0.382994346651387,0.000153612685131144
"ENSG00000101871",0.0229986709184381,0.897242372224873
"ENSG00000106263",0.538630801646878,0.0948553727602439
"ENSG00000206503",0.140792098739711,0.503629237843787
"ENSG00000136897",0.0455436028873733,0.828336636430573
"ENSG00000134759",0.0101466561436708,0.965403207417275
"ENSG00000198467",0.726398091574622,8.01331583786258e-05
"ENSG00000038002",0.0381084774482633,0.881546208610612
"ENSG00000197168",-0.0416910919329447,0.708527956365454
"ENSG00000163218",-0.125954838687873,0.0176699668239354
"ENSG00000078401",-0.32995547862813,0.00578155747570164
"ENSG00000148634",-0.173818324133213,0.397025089840072
"ENSG00000156103",0.198819851183785,0.0445412626285036
"ENSG00000169925",0.30471480829032,0.287254027042257
"ENSG00000069206",0.091012191043803,0.620578975085903
"ENSG00000142961",-0.608692096636474,0.000169183394565509
"ENSG00000140025",0.633144797559315,0.00050877932975335
"ENSG00000088367",-0.0728673519468897,0.698715980698289
"ENSG00000163346",0.222897312491692,0.375073595898936
"ENSG00000146776",0.382276093252128,0.0324416774489854
"ENSG00000151790",0.0671906021310006,0.278473095018323
"ENSG00000138311",0.203608988779481,0.19580628659652
"ENSG00000168872",0.272273579669625,0.165059624940863
"ENSG00000182685",0.0223184884516284,0.931944002150145
"ENSG00000178971",-0.345760205298655,0.0912954428349723
