"mRNA","coef","p"
"ENSG00000216937",0.372707050487355,0.151395467046379
"ENSG00000132002",-0.368325546413222,0.0647367849358571
"ENSG00000161681",-0.397487549234552,0.0999626475476331
"ENSG00000124006",0.782190267940024,0.000883726029008436
"ENSG00000151422",0.778873171554102,0.00527807453302853
"ENSG00000198075",0.125279422349178,0.438870277266581
"ENSG00000203697",-0.0667412889671289,0.477653501600084
"ENSG00000180263",0.0681014319541891,0.651439508894909
"ENSG00000221990",-0.257254449234777,0.257847509017344
"ENSG00000186367",1.04991193798267,3.72733276254866e-06
"ENSG00000077585",0.259933031263673,0.192818977278596
"ENSG00000172243",0.0553682085924247,0.539983245675787
"ENSG00000132763",0.147773830391255,0.371704622697898
"ENSG00000106536",0.0221295717932018,0.780003726948345
"ENSG00000128242",-0.0673501790609074,0.692469717501326
"ENSG00000123545",0.138607095908164,0.55316753746528
"ENSG00000180902",-0.0718952460354797,0.712209823920695
"ENSG00000157837",-0.266123338267113,0.331191225534398
"ENSG00000196832",-0.158460285869196,0.548656983270429
"ENSG00000127870",0.794137595482665,0.0108271604017373
"ENSG00000124466",-0.279169997159376,0.0198025135512168
"ENSG00000101871",-0.371775931378647,0.0190755660786766
"ENSG00000106263",0.496164523020159,0.142603288000461
"ENSG00000206503",0.260997517389132,0.189572385510567
"ENSG00000136897",-0.0384830351448305,0.845996570688026
"ENSG00000134759",0.0248003431608139,0.900042565950751
"ENSG00000198467",0.706771408440805,7.72980600565187e-05
"ENSG00000038002",0.00547037681576877,0.974178449718358
"ENSG00000197168",-0.290475311306583,0.011064925710226
"ENSG00000163218",0.0228882434595904,0.716912099723528
"ENSG00000078401",-0.276054013437544,0.025227051382545
"ENSG00000148634",0.10202408926083,0.59579645302517
"ENSG00000156103",0.33453806201804,0.000442558813742
"ENSG00000169925",0.647180408533331,0.0348009155484504
"ENSG00000069206",0.105615856506857,0.619178737693827
"ENSG00000142961",-0.692208027749168,0.00371433835015844
"ENSG00000140025",0.604256356461574,0.000436601120611169
"ENSG00000088367",-0.209709747177662,0.243934676908537
"ENSG00000163346",0.131899393567922,0.558991185500243
"ENSG00000146776",0.392385395555038,0.059721524798125
"ENSG00000151790",0.0566907989220773,0.372456397249299
"ENSG00000138311",-0.156025318152524,0.370408712355857
"ENSG00000168872",0.157338603760337,0.460227331496951
"ENSG00000182685",-0.397135405877062,0.169561791567488
"ENSG00000178971",-0.117852268312521,0.578959538622727
"ENSG00000161016",0.221514600025161,0.649237683175955
"ENSG00000245848",-0.943929085987996,3.51669216525075e-07
"ENSG00000169554",0.137888337974866,0.332093333525949
"ENSG00000147138",-0.0459250439255305,0.625112081011823
"ENSG00000163596",-0.0462965026412905,0.632335975381042
"ENSG00000137103",0.327429055669992,0.0888090763291759
"ENSG00000107951",0.20811312643905,0.212461471396395
"ENSG00000105248",-0.003864279147466,0.98924924945498
"ENSG00000102547",0.510059264176561,0.0004539140930232
"ENSG00000133112",-0.196787247502923,0.467527099621235
"ENSG00000188909",-0.0965473172714194,0.675431542956212
"ENSG00000249158",-0.222054524439454,0.118446447258811
"ENSG00000078269",0.922363266728444,0.00233336914608517
"ENSG00000123983",0.462396669403625,0.045041244962385
"ENSG00000188868",-0.0387282602201791,0.871827302705471
"ENSG00000181378",-0.328838580298597,0.224178991212418
"ENSG00000110536",0.270154601377627,0.298940360563712
"ENSG00000162407",0.197120324674557,0.222358133536106
"ENSG00000128581",0.317356020117448,0.0674044014686548
"ENSG00000182253",0.323754491779344,0.00235500388106946
"ENSG00000124588",0.0706330186913346,0.555365566191999
"ENSG00000108861",0.859341492803904,0.00266613211142142
"ENSG00000144867",-0.157268001559761,0.53874605416812
"ENSG00000085274",0.328928439343809,0.227112228561306
"ENSG00000180817",-0.211293755249108,0.342290443732242
"ENSG00000198959",0.154416310166802,0.0813807956445162
"ENSG00000140263",0.587557023611215,0.000146091448300911
"ENSG00000166206",-0.0137225121489119,0.896176065144306
"ENSG00000170324",-0.049880527595529,0.475495062860868
"ENSG00000205853",-0.254637196676188,0.154961847610028
"ENSG00000157349",0.91776896823693,0.000663699480407343
"ENSG00000255529",0.156623592713407,0.29087397460898
"ENSG00000181903",0.240974987888692,0.320385829783079
"ENSG00000147454",0.192026264945683,0.366198669946432
"ENSG00000131781",-0.111195435320211,0.435086252270076
"ENSG00000181751",-0.0550280767365881,0.739238913908639
"ENSG00000160298",-0.100384985177796,0.745924872503855
"ENSG00000136141",0.392122753650369,0.0674024050308606
"ENSG00000166167",0.491515177950504,0.0461615952700832
"ENSG00000162415",0.0846137306676556,0.447900946071074
"ENSG00000088833",0.355867695697055,0.150363402582421
"ENSG00000125844",0.197216676675549,0.513971981794605
"ENSG00000180767",-0.112590422578426,0.664424996651255
"ENSG00000178821",-0.342258246006382,0.0788097223651881
"ENSG00000155966",-0.143941780258552,0.074292844345087
"ENSG00000167770",0.402258250471324,0.151453211558605
